refs,hyps,original_bleu1,original_bleu2,original_bleu3,original_bleu4,reordered_bleu1,reordered_bleu2,reordered_bleu3,reordered_bleu4,original_rouge,reordered_rouge,original_bert,reordered_bert,original_bleurt,reordered_bleurt
他醒来后发现自己在医院。,他醒来后发现自己在医院。,68.11183498037144,56.38552127243905,45.122237314608306,34.68899992311541,84.33740467435464,65.05696445772017,48.88465406172248,33.05757413649847,72.6900584794966,71.77070063690113,87.96525597572327,91.96902513504028,0.7680410742759705,0.8047816753387451
我国的经济建设飞跃式地发展。,我国的经济建设飞跃式地发展。,81.87307530779823,81.87307530779823,81.87307530779823,81.87307530779823,42.94155960430207,35.229798887978106,28.568804446803362,23.75786132082876,89.4428152492368,48.50746268654467,91.34735465049744,81.97548985481262,0.7040643095970154,0.75800621509552
"我不反对玩游戏,但是我会控制好时间。","我不反对玩游戏,但是我会控制好时间。",69.00333109719922,63.56120211458128,57.06734492878191,48.86103195703452,72.22222222222223,58.29830881301377,43.96266120540607,27.43406514687287,71.77070063690113,57.049790600223794,84.62138772010803,87.57052421569824,0.6150862574577332,0.6696127653121948
我们要学会倾听反对的声音。,我们要学会倾听反对的声音。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,65.95414762772627,61.39996995704954,56.07381643860639,49.588554702454445,99.99999999994999,70.71069633880256,99.99999403953552,91.46761894226074,0.9544390439987183,0.844795823097229
我否认你的提议。,我否认你的提议。,46.1210141145937,41.449741022727,38.65951778708216,36.086384747950035,44.12484512922977,0.0,0.0,0.0,50.67258717510512,46.736502820268875,78.53866219520569,83.86146426200867,0.3681745231151581,0.6207768321037292
自己否定要多大勇气。,自己否定要多大勇气。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,43.9049308875221,23.139930352807966,0.0,0.0,99.99999999994999,48.9010989010959,99.99999403953552,76.42068862915039,0.9456597566604614,0.6196391582489014
有的人唱反调是正常的。,有的人唱反调是正常的。,93.74999999999997,90.13878188659973,86.10519204589448,81.53551038173119,33.591098123916254,23.7524932709239,18.485893702608696,12.761857537387911,93.74999999994998,33.70869758483585,97.20741510391235,78.07714343070984,0.7155233025550842,0.5376079678535461
你觉得唱反调从来没好吗?,你觉得唱反调从来没好吗?,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,25.670855951629598,15.480108588875853,10.715343976291086,0.0,99.99999999994999,22.368421052631188,100.0,74.2147147655487,0.9840344786643982,0.6217777729034424
这个游戏有帮助沉迷系统。,这个游戏有帮助沉迷系统。,72.7272727272727,60.3022689155527,43.233287816535174,0.0,74.99999999999997,45.22670168666453,0.0,0.0,72.72727272722275,60.64073226538829,93.27686429023743,86.56833171844482,0.8459171056747437,0.6698676347732544
自己沉迷电脑游戏已经退步了。,自己沉迷电脑游戏已经退步了。,33.333333333333336,11.322770341445958,0.0,0.0,29.985965887505575,17.96593222148525,0.0,0.0,26.396306932499563,29.001353743604874,74.28190112113953,75.45996904373169,0.3241502344608307,0.3828365206718445
"夏天的食物真漂亮,我沉迷其中。","夏天的食物真漂亮,我沉迷其中。",40.21920276213835,24.476627330774733,17.1224191333197,0.0,26.66666666666667,19.51800145897067,14.310092685025484,0.0,47.435897435883525,29.82456140344191,82.72022008895874,78.327077627182,0.6147410869598389,0.5519413948059082
老师终于承认我讲错了话。,老师终于承认我讲错了话。,46.15384615384615,27.73500981126145,19.12293963810262,0.0,53.669257520043864,36.69707715086976,23.13967461386088,0.0,47.84713375790443,47.84713375792024,84.93492603302002,83.42175483703613,0.6220259666442871,0.7668732404708862
"我准备好了行李,就不能在外地旅行了。","我准备好了行李,就不能在外地旅行了。",90.0,87.05715001320144,83.84711818906295,81.93882146581181,14.108028748176901,0.0,0.0,0.0,89.99999999994999,15.205724508016866,97.31941819190979,66.88098907470703,0.7211572527885437,0.1708213984966278
第一次见面迟到的人往往会留下印象最深刻。,第一次见面迟到的人往往会留下印象最深刻。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,64.99999999999999,41.358509593425545,21.181290584186847,0.0,99.99999999994999,57.57663389236399,99.99997019767761,77.98985242843628,0.9707947373390198,0.5743664503097534
"你迟到几分钟,谢了,我罚你三分钟。","你迟到几分钟,谢了,我罚你三分钟。",15.334073577155388,0.0,0.0,0.0,58.82352941176469,42.87464628562721,33.25143292141238,22.637359354764463,15.94904458594573,47.05882352936177,74.44170713424683,81.69245719909668,0.320977121591568,0.4391341209411621
打扮前和老爸有巨大的差别。,打扮前和老爸有巨大的差别。,42.85714285714285,28.171808490950543,20.92148242324234,13.834368456410946,24.242814869104613,15.958574441461279,11.342722272178738,0.0,46.67484662569982,23.409893992922846,80.82779049873352,72.5921094417572,0.5495818853378296,0.37290483713150024
"自己想得罪了很多人,但没人得罪过。","自己想得罪了很多人,但没人得罪过。",38.888888888888886,21.389631597324925,0.0,0.0,47.058823529411775,38.34824944236854,33.974515584373115,30.277029197532105,42.444029850678874,41.176470588185296,81.16578459739685,82.75377750396729,0.5212702751159668,0.6368280053138733
"下雨了,他跑去超市躲避了雨。","下雨了,他跑去超市躲避了雨。",71.1766580370496,70.61840111952002,69.95085525718022,69.13086465463164,61.91984998215586,35.195153568914606,0.0,0.0,78.44660194171955,15.306122448989539,87.69933581352234,85.31996011734009,0.6882833242416382,0.747767984867096
"你的困难是无法解决的,是鱼龙混杂的,还是解决你?","你的困难是无法解决的,是鱼龙混杂的,还是解决你?",72.7272727272727,46.709936649691365,28.941787404774658,0.0,24.999999999999996,18.05787796286538,0.0,0.0,45.454545454495445,27.94348508627425,85.46377420425415,74.98241662979126,0.5541934370994568,0.2951819598674774
"我低头看灯,支持灯亮。","我低头看灯,支持灯亮。",62.50000000000002,50.000000000000014,41.49132666831218,35.83129187641355,30.318287930006566,15.899044321180595,0.0,0.0,59.4736842104649,32.87981859407254,84.55142974853516,73.05365800857544,0.6567233204841614,0.32451435923576355
"你不要逼我急躁,我就会翻脸了。","你不要逼我急躁,我就会翻脸了。",49.99999999999999,37.79644730092272,0.0,0.0,53.33333333333335,19.51800145897067,0.0,0.0,55.88697017261648,26.666666666616667,83.22553038597107,78.95217537879944,0.7585493326187134,0.6840146780014038
"他是你儿子,怪不得脸色不好。","他是你儿子,怪不得脸色不好。",27.918816751330947,11.828065604208323,0.0,0.0,36.30330784335595,21.750934106185056,13.057762583886472,0.0,33.28369322411305,20.31063321385475,73.60767126083374,77.11376547813416,0.6036457419395447,0.5845791101455688
"八宝粥已经过期了,不好吃。","八宝粥已经过期了,不好吃。",57.14285714285717,23.90457218668788,0.0,0.0,64.10499775216033,49.732087589801964,39.67633609595092,32.79475209724913,40.54859868807082,66.48451730414725,83.20587873458862,83.83753895759583,0.538256049156189,0.6480594873428345
楼道旁边的火消灭器过期了。,楼道旁边的火消灭器过期了。,66.18726769384463,55.20399736488309,46.07236607543378,35.80707606310359,52.36249217872196,34.46921217220151,24.499349991707902,17.787169215425674,70.10475423042197,55.26217461699837,89.7889256477356,84.39632058143616,0.5313588380813599,0.8307721614837646
"爷爷每天看报纸,对国家的大事了解得津津有味。","爷爷每天看报纸,对国家的大事了解得津津有味。",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,54.54545454545453,39.47710169758614,19.82531858886833,0.0,99.99999999994999,39.740376582414235,100.0,83.47801566123962,0.9500744342803955,0.7369552850723267
吸取这些东西会导致流产。,吸取这些东西会导致流产。,7.142857142857142,0.0,0.0,0.0,38.455703428359215,26.29460478514016,20.889870718887394,16.07504429535728,7.975813417725853,45.640716759511356,69.9556291103363,83.87697339057922,0.265701025724411,0.7276334166526794
我看得你恶心。,我看得你恶心。,42.457146179884354,29.29821432670199,18.670173700368636,0.0,41.96071367631026,26.16710238021211,0.0,0.0,51.99999999999216,46.59584741670813,84.645015001297,84.09330248832703,0.6342567205429077,0.7391083240509033
我看你吃得这么乏味。,我看你吃得这么乏味。,79.99999999999997,73.0296743340221,64.36595897370862,52.53819788848316,29.632728827268714,0.0,0.0,0.0,83.7478311161928,33.656553018433485,93.03957223892212,76.80634260177612,0.6854864954948425,0.3958006501197815
我惭愧地否定了他那长得好看的面孔。,我惭愧地否定了他那长得好看的面孔。,79.99999999999997,63.245553203367585,53.58322898371244,44.28500142691474,11.76470588235294,0.0,0.0,0.0,75.68230102952357,12.403474903414075,93.75333189964294,72.11211323738098,0.6512109041213989,0.46127182245254517
网络上方便了很多年轻人。,网络上方便了很多年轻人。,54.54545454545453,46.709936649691365,41.74128044846462,36.72056269893591,38.506283927444386,23.220162883313776,14.041072755926495,0.0,60.22788931083718,27.96052631578908,85.24466753005981,76.98894739151001,0.4431859254837036,0.4652225375175476
"网络上支付很方便,很多年轻人很喜欢。","网络上支付很方便,很多年轻人很喜欢。",70.00000000000003,57.582892196243606,47.99049519403644,40.1577332834242,66.66666666666669,44.28074427700476,29.047802224635298,0.0,70.50264550257916,66.66666666661666,89.55615758895874,86.7956817150116,0.6256282925605774,0.7814754247665405
"手机好,方便带吗?","手机好,方便带吗?",70.5401437408845,61.64241439984991,57.788670896759896,54.88684910025905,28.496906152442428,15.112766687421516,0.0,0.0,76.02862254021723,34.1763499658126,90.30632376670837,69.64818835258484,0.6798791289329529,0.41846710443496704
"方便是方便,方便是方便。","方便是方便,方便是方便。",32.20616970322653,20.084075461628778,0.0,0.0,28.216057496353802,14.735355447829402,0.0,0.0,36.380597014902875,30.41144901606695,73.61122369766235,70.92386484146118,0.552051305770874,0.38304030895233154
"不要总给自己找借口,难过自己难过。","不要总给自己找借口,难过自己难过。",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,31.376815249509725,18.6729400349988,12.737383529838542,0.0,99.99999999994999,27.607883112432212,99.99997019767761,74.12290573120117,0.9707947373390198,0.46299445629119873
不要总是方便给自己找困难。,不要总是方便给自己找困难。,10.000000000000002,0.0,0.0,0.0,48.48562973820923,35.68445727509816,19.39578225525969,0.0,10.8465608464945,35.11484098938927,65.3728723526001,81.26434683799744,0.3984067738056183,0.44686710834503174
他们两个是第一名。,他们两个是第一名。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,22.839571694843745,15.321250465995206,11.129704021463425,0.0,99.99999999994999,32.789790854312585,100.0,77.62752175331116,0.9646653532981873,0.5426911115646362
"事情性不一样,要分清楚。","事情性不一样,要分清楚。",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,38.94003915357024,16.604088484913394,0.0,0.0,99.99999999994999,21.693121693096163,100.0,70.36386728286743,0.9653632640838623,0.4654964804649353
"事情性不同,要让它适度地对待。","事情性不同,要让它适度地对待。",61.538461538461554,45.29108136578384,26.518211593610204,0.0,53.33333333333335,27.602622373694174,0.0,0.0,63.796178343891675,46.66666666661667,85.94277501106262,75.82845091819763,0.7413284182548523,0.6231158971786499
分别有什么好处?,分别有什么好处?,46.66666666666667,31.62277660168379,19.740230337485706,0.0,27.590958087858166,20.856803866993975,0.0,0.0,52.19298245607348,27.777777777785182,84.1494619846344,79.82516288757324,0.7396601438522339,0.5331062078475952
人们高高兴兴地有福气和贫穷没有分别。,人们高高兴兴地有福气和贫穷没有分别。,49.99999999999999,31.62277660168379,24.264275032025868,18.20705281109213,38.888888888888886,26.196841599779198,16.247727570233458,0.0,52.86549707596199,35.77712609964235,87.80152201652527,76.81128978729248,0.6600437164306641,0.526043176651001
父母期待的目光让我感到很惭愧。,父母期待的目光让我感到很惭愧。,70.58823529411764,51.44957554275266,41.32797329718274,31.689002674537868,56.130419101897054,47.43886252366309,36.48921247733574,0.0,64.70588235289118,57.94405032789144,84.53401327133179,86.95757985115051,0.695244312286377,0.760055661201477
妈妈期待的目光让我感到很惭愧。,妈妈期待的目光让我感到很惭愧。,45.45454545454545,36.037498507822356,29.615092275387507,22.866722231574908,68.6038455689853,60.55900392170843,50.910853478597645,37.87317628191652,49.675470728034696,70.82050595632138,81.3877522945404,88.77533078193665,0.5986725687980652,0.8059845566749573
他的努力让我感到惭愧。,他的努力让我感到惭愧。,11.031211282307444,0.0,0.0,0.0,63.47364189402821,60.21638393130394,56.35850064288441,51.62236909521245,11.684125705039227,76.41422517043365,72.06430435180664,91.72078371047974,0.5447878241539001,0.758549690246582
我彻底失败了。,我彻底失败了。,49.99999999999999,40.82482904638629,33.755319058958186,26.064654620515448,18.009231214795243,12.734449515938161,8.359144650854425,0.0,50.87546535361527,28.464315467935975,81.82963132858276,82.65768885612488,0.5123208165168762,0.8436328768730164
我没有特别仔细计划。,我没有特别仔细计划。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,28.459876181841953,16.035323629420326,0.0,0.0,99.99999999994999,23.463544980283192,100.0,79.23425436019897,0.9772857427597046,0.5267133712768555
"我有一个大致的计划,没有详细的计划。","我有一个大致的计划,没有详细的计划。",40.0,21.081851067789188,0.0,0.0,68.31929497659974,58.49311452336229,52.12187451541098,48.11141718116342,43.386243386177036,53.97525805684634,79.42007780075073,86.43347024917603,0.2734999656677246,0.7659291625022888
"他阅历比较浅,阅历还比较浅。","他阅历比较浅,阅历还比较浅。",5.555555555555555,0.0,0.0,0.0,21.42857142857143,0.0,0.0,0.0,6.17283950611358,21.42857142852143,68.20588111877441,74.20774102210999,0.2410491406917572,0.44035929441452026
他对社会的经验和外面的教训给了他很多宝贵的经验。,他对社会的经验和外面的教训给了他很多宝贵的经验。,42.85714285714285,31.448545101657547,25.449736428999685,19.67497981115564,29.166666666666668,15.92555143176515,0.0,0.0,46.67484662569982,27.957508449958198,79.1282057762146,76.0175108909607,0.4210497736930847,0.4104943871498108
"他把电话号码写在餐巾纸里,交给我。","他把电话号码写在餐巾纸里,交给我。",56.84763955277427,53.31658952953713,49.379898538557754,44.8995160222747,66.55575133093234,52.39724548420555,37.270629239302146,28.897738063050745,59.70223325058104,57.049790600235184,85.74106097221375,88.95595669746399,0.6332347393035889,0.7988800406455994
"到了车站时,我发现自己把票忘在房间里。","到了车站时,我发现自己把票忘在房间里。",49.99999999999999,33.333333333333336,0.0,0.0,63.15789473684212,41.88539082916955,27.43060625339522,18.951629567590746,49.99999999995,56.3213144682155,82.47029781341553,86.84242963790894,0.6615217328071594,0.7031442523002625
成绩好是自己不断学习的结果。,成绩好是自己不断学习的结果。,22.242705636577995,10.235625888296033,0.0,0.0,42.94155960430207,27.28888487667516,16.707138192397526,0.0,24.514563106768108,30.317164179081995,75.96573233604431,77.40962505340576,0.49467921257019043,0.6596522331237793
"如果不努力,那么怎么样能取得好成绩?","如果不努力,那么怎么样能取得好成绩?",72.54956239049889,60.23772031770743,48.364860780708746,37.32083238656446,72.22222222222223,65.1794907395869,57.068964752687315,49.89070972910272,77.78176597268627,74.16472778030754,92.60585308074951,91.47225618362427,0.7666462659835815,0.9180397987365723
"看我的成绩单了,你妈妈严肃地看着我。","看我的成绩单了,你妈妈严肃地看着我。",66.66666666666669,48.795003647426675,38.01685654384933,26.01278440403793,63.06396459378438,45.885774210067986,33.425402281494215,26.197527109265895,68.80209184501629,59.37278386253539,88.63887786865234,83.25396180152893,0.569736659526825,0.5896340608596802
"领导充分肯定了他的工作成果,妈妈取得了丰硕的成果。","领导充分肯定了他的工作成果,妈妈取得了丰硕的成果。",11.111111111111109,0.0,0.0,0.0,63.99999999999998,43.204937989385726,25.31956911504737,16.48111397596764,11.684125705016255,34.2682632804954,72.00162410736084,81.41211271286011,0.575465977191925,0.5790422558784485
你必须靠生产程序来做饭。,你必须靠生产程序来做饭。,26.31578947368421,17.099639201419233,0.0,0.0,43.94937534669626,36.29000231748777,29.64238002830706,20.89946492122517,26.31578947363421,52.1608191537291,77.76849269866943,85.96142530441284,0.34927132725715637,0.3729093670845032
我们公司有一套严格的规定来解释事情的来龙去脉。,我们公司有一套严格的规定来解释事情的来龙去脉。,61.40480648084862,32.53306122528053,16.885197826140725,0.0,56.52173913043478,42.407770188162644,34.98489125875127,28.309565972180955,49.19354838706671,56.86982610138289,83.63470435142517,85.44923067092896,0.6853364706039429,0.6493690609931946
中国的快递包裹数量非常多。,中国的快递包裹数量非常多。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,32.977073813863136,15.349992489262387,0.0,0.0,99.99999999994999,28.284278535500345,100.0,76.65179371833801,0.9482386708259583,0.44068580865859985
博物馆在哪里?,博物馆在哪里?,52.55330382815363,48.3678529013428,43.618675261624546,40.22000980758568,48.40441045780793,42.688677476684624,34.52807546265859,0.0,53.97525805684634,30.465949820784253,82.4043869972229,85.86448431015015,0.5328550338745117,0.613815426826477
农民的产品的出口量非常多。,农民的产品的出口量非常多。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,61.538461538461554,39.223227027636796,0.0,0.0,99.99999999994999,41.099773242566854,100.0,85.57819724082947,0.9653706550598145,0.7362670302391052
"处方上写的姓名写错了,会导致麻烦。","处方上写的姓名写错了,会导致麻烦。",58.82352941176469,54.23261445466402,48.99973050296443,42.818185319516076,23.529411764705884,12.126781251816647,0.0,0.0,65.66303651498578,18.148518148462447,87.078195810318,69.28558945655823,0.5523410439491272,0.3136386275291443
"我是同学,学习知识不是单纯的,也不是单纯的。","我是同学,学习知识不是单纯的,也不是单纯的。",34.99999999999999,23.508117299081356,14.534086179549238,0.0,31.818181818181817,17.40776559556978,0.0,0.0,39.1447368420384,33.78648540577539,78.3262550830841,71.09648585319519,0.5508856773376465,0.3904825448989868
他不喜欢单调乏味的生活。,他不喜欢单调乏味的生活。,8.98657928234443,0.0,0.0,0.0,64.90006525595041,52.50673808330065,35.01833430856118,24.689800508009647,12.412177985952118,57.84832451496564,64.9007260799408,87.58747577667236,0.1568397879600525,0.7994567155838013
"刚才给王打了个电话,他把刚才的名字写错了。","刚才给王打了个电话,他把刚才的名字写错了。",69.59861353000653,60.52689036939955,49.72304117286192,41.38535737986232,42.85714285714285,20.701966780270627,0.0,0.0,73.27935222668192,37.14285714278808,85.72865128517151,73.84320497512817,0.60836261510849,0.5525810718536377
"刚才说的话太矛盾了,令他感到奇怪。","刚才说的话太矛盾了,令他感到奇怪。",59.25925925925925,50.07117441325405,43.129574938821904,37.63278728427449,58.82352941176469,42.87464628562721,23.055255904375134,0.0,59.246467817833235,41.176470588185296,87.94311881065369,84.68983173370361,0.6026684045791626,0.7522686123847961
"你越是觉得害羞,越是会感到害羞,你只好克服。","你越是觉得害羞,越是会感到害羞,你只好克服。",25.925925925925927,19.971489650509266,14.72211826178999,10.738037495669008,31.818181818181817,17.40776559556978,0.0,0.0,26.843774781862013,25.41845075898383,75.1035988330841,76.88745856285095,0.40640372037887573,0.4383009672164917
"快抓住你,成功了。","快抓住你,成功了。",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,24.52529607809616,15.018615295504256,0.0,0.0,99.99999999994999,24.691358024698765,100.0,71.41785025596619,0.9539278745651245,0.31327468156814575
"他虽然知道自己是犯罪,但心存侥幸,最后还是犯罪了。","他虽然知道自己是犯罪,但心存侥幸,最后还是犯罪了。",33.333333333333336,17.40776559556979,0.0,0.0,59.999999999999986,41.83300132670377,31.221713534187334,22.93476949918813,35.77712609964235,44.86060647215226,79.55290079116821,85.2634072303772,0.6259324550628662,0.7633689641952515
"他谦虚不客气,成功不是侥幸。","他谦虚不客气,成功不是侥幸。",58.344887936196514,42.70408529483113,29.065191367626504,20.571127493069756,43.3236185509024,31.790844679184772,21.698774891993594,15.406054477846805,49.61389961386312,37.1428571428493,80.34058213233948,78.43467593193054,0.4979684352874756,0.47612351179122925
"今天的远亲不如现在,侥幸不是侥幸。","今天的远亲不如现在,侥幸不是侥幸。",43.478260869565226,31.434730673096574,21.11268150170346,14.72821272412462,35.29411764705882,21.004201260420146,14.327608115831811,0.0,44.4006136313286,30.24753024747455,78.21558713912964,72.01513648033142,0.4361172914505005,0.2882995009422302
"老师看了你们,他脸上浮现出茫然的表情,变得很单纯。","老师看了你们,他脸上浮现出茫然的表情,变得很单纯。",43.74999999999999,34.15650255319867,29.24017738212866,24.903286388467727,32.0,16.329931618554518,0.0,0.0,48.07692307685468,30.370370370304023,80.86533546447754,75.66969394683838,0.28280675411224365,0.569251298904419
"他老是感到茫然,突然想报复。","他老是感到茫然,突然想报复。",91.66666666666667,86.60254037844388,80.67143230122723,76.91605673134588,24.202205228903964,17.75956332968437,11.407006306447801,0.0,91.66666666661666,20.31063321385475,97.8983998298645,75.28261542320251,0.8403679728507996,0.4376409649848938
"老板害怕被开除了,把他开除了,所以他停工了。","老板害怕被开除了,把他开除了,所以他停工了。",47.3389387033782,29.288043954557544,20.168085997671678,0.0,27.272727272727277,11.396057645963799,0.0,0.0,36.85228343329684,19.870188291173317,78.23628187179565,74.12435412406921,0.4216659665107727,0.28699254989624023
"老师安慰他的时候,眼泪已经停了。","老师安慰他的时候,眼泪已经停了。",49.99999999999999,26.726124191242434,0.0,0.0,37.5,22.360679774997894,0.0,0.0,52.86549707596199,37.499999999950006,85.5319082736969,75.66900253295898,0.7731837630271912,0.6100149750709534
安装完这个软件就可以开始使用了。,安装完这个软件就可以开始使用了。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,62.50000000000002,54.00617248673218,47.05180144405144,39.375553105513404,99.99999999994999,66.08187134496782,100.0,85.0747287273407,0.9637573957443237,0.7687320113182068
"他俩互相了解,互相把握,成功了。","他俩互相了解,互相把握,成功了。",57.31115271545876,44.448623552186525,33.00261915292878,24.257265980446544,38.66002193199218,23.05238321375128,0.0,0.0,58.1378299119934,20.075963103619753,87.42597699165344,73.37030172348022,0.6842573285102844,0.5987048149108887
搬家那天在吵架。,搬家那天在吵架。,42.85714285714285,20.701966780270627,0.0,0.0,29.52290954631343,19.961130092025538,0.0,0.0,36.05192606173747,39.92628992629223,78.78736853599548,75.67012310028076,0.2657717168331146,0.3547196686267853
"他很倒霉,邻居想搬家。","他很倒霉,邻居想搬家。",16.666666666666668,0.0,0.0,0.0,46.16264865020231,34.23513650799591,20.219248593078525,0.0,17.88856304978898,48.627234199363066,72.12883830070496,83.03127884864807,0.25712302327156067,0.4400656819343567
"学习不好是同学,我们应该帮助他。","学习不好是同学,我们应该帮助他。",47.368421052631575,32.4442842261525,0.0,0.0,51.814319886275044,37.83982907133513,20.391383553813156,0.0,43.18020644545744,56.32131446824808,78.63951921463013,85.7386827468872,0.5092520713806152,0.5391938090324402
"我们有非常丰富的教学系统,包括职业教育、基础教育、职业教育等。","我们有非常丰富的教学系统,包括职业教育、基础教育、职业教育等。",32.918733745746096,12.802827473168948,0.0,0.0,58.06451612903227,52.05456194566274,46.84221536504766,42.63332348101256,25.342874180050256,61.22357174981891,75.3796637058258,88.53956460952759,0.45543479919433594,0.7600347399711609
今年的谁也不装自己。,今年的谁也不装自己。,29.52290954631343,19.961130092025538,0.0,0.0,32.92869816564158,14.170255511980061,0.0,0.0,31.941031941034236,34.929356357924775,75.77670216560364,79.5670211315155,0.4794618487358093,0.24034355580806732
报名表可以到各种学校拿。,报名表可以到各种学校拿。,62.204279126988695,55.21409593968608,49.62987046169443,46.040771186435805,47.76875403825263,30.552997741111266,18.841448005645923,0.0,70.85794655412838,34.34065934064064,86.07503175735474,81.47199153900146,0.5624333620071411,0.6128872036933899
我们不想毕业。,我们不想毕业。,74.56994306786414,68.63104266407213,64.10453528977476,61.32543594343265,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,78.51359167144768,99.99999999994999,93.02553534507751,100.0,0.5658041834831238,0.9567117094993591
姐姐大学毕业后到小区教课工作。,姐姐大学毕业后到小区教课工作。,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,70.95666526675846,53.895456204468395,41.82673991162232,31.610981104846864,99.99999999994999,65.5913978494323,100.0,88.53296637535095,0.9206047654151917,0.6960598230361938
"有的人说吃药要避孕,其实对身体不好。","有的人说吃药要避孕,其实对身体不好。",21.42857142857143,0.0,0.0,0.0,33.665116817642954,17.320559708649135,0.0,0.0,15.55828220852191,28.434913050701894,71.89261317253113,75.35298466682434,0.3843209147453308,0.5776954293251038
"有的人说吃药要避孕,其实对身体不好。","有的人说吃药要避孕,其实对身体不好。",55.156056411537236,26.369638640452393,0.0,0.0,33.665116817642954,17.320559708649135,0.0,0.0,58.42062852534542,28.434913050701894,80.39912581443787,75.35298466682434,0.6029061079025269,0.5776954293251038
"接下来的五十多年中,中国发生了巨大的变化。","接下来的五十多年中,中国发生了巨大的变化。",74.99999999999997,63.245553203367585,48.528550064051736,36.41410562218426,66.66666666666669,60.55300708194985,55.793907700023524,52.710174649255045,74.99999999994999,72.10385212354076,90.99772572517395,90.24116396903992,0.7429080009460449,0.8541346788406372
"他的性格不是固定的,只是变化无常。","他的性格不是固定的,只是变化无常。",57.80863421096899,47.45229024504729,37.62203628100053,24.072824011291072,41.33050133311736,30.12452063290587,23.363072675670455,15.905427986835946,59.37278386253539,43.10304449646989,83.42676758766174,80.4916262626648,0.6704813241958618,0.6418092846870422
"性格不是固定的,只要有一点点微小的改变,它就是随机应变。","性格不是固定的,只要有一点点微小的改变,它就是随机应变。",44.44444444444444,33.333333333333336,0.0,0.0,39.28571428571428,20.892772350933626,14.974405772767682,10.765326248076242,49.52380952374046,34.63466103923847,82.26436972618103,71.68681621551514,0.5556103587150574,0.6895734667778015
我们不能躲避竞争。,我们不能躲避竞争。,42.736665168106896,18.159590803171504,0.0,0.0,80.07374029168083,74.90212546224643,68.46208492960541,59.86908497649472,36.93584294672973,88.252427184438,75.41747689247131,96.83972597122192,0.39956581592559814,0.8537032604217529
"他说话的时候,我们完全无法理解他的意思。","他说话的时候,我们完全无法理解他的意思。",86.6877899750182,83.28693459685675,81.99254661903345,81.18430797997962,55.000000000000014,41.675437673324545,30.70457069283656,24.15725261015974,92.5146198830054,50.25184867639116,95.52977681159973,88.21771740913391,0.766557514667511,0.7890145182609558
我不喜欢看眼睛的神情。,我不喜欢看眼睛的神情。,68.14506851874795,55.0695314903184,42.859058784732404,33.27714551776234,74.70824042309421,45.23808611419633,34.62886084675953,26.238308137184756,75.9259259259004,43.31480876099226,90.14887809753418,85.02662777900696,0.6977864503860474,0.5075739026069641
"这个孩子一天天就知道玩,让人很担心。","这个孩子一天天就知道玩,让人很担心。",64.70588235294115,60.32997499048823,57.90130331749079,55.81600587827485,42.042643062522906,26.492164092157147,0.0,0.0,66.54456654451086,43.180206445468194,83.85637402534485,76.87377333641052,0.6141186952590942,0.5320504903793335
"这个孩子聪明,天生喜欢玩,让人操心。","这个孩子聪明,天生喜欢玩,让人操心。",70.00000000000003,62.360956446232365,52.636329980469824,37.99178428257963,42.042643062522906,26.492164092157147,16.069257359279106,0.0,73.27935222666127,37.78268063977912,86.93702816963196,78.62163782119751,0.681973397731781,0.498624324798584
学生可以到学校查询自己的考试成绩。,学生可以到学校查询自己的考试成绩。,69.17683961896726,49.924083719622914,37.33907298557547,30.880834756422622,41.1764705882353,16.042223697993695,0.0,0.0,66.61546338961098,35.294117647008825,84.92394089698792,81.50500655174255,0.6621814370155334,0.5756397843360901
第一名买了之后超超额买了。,第一名买了之后超超额买了。,30.000000000000004,18.25741858350554,0.0,0.0,35.916644808835336,22.892459092879033,14.062000569739698,0.0,29.99999999995,39.060507992540984,76.89301371574402,76.43217444419861,0.30344128608703613,0.12079224735498428
第一名摔倒后超了。,第一名摔倒后超了。,28.57142857142857,16.90308509457033,11.456697640675745,0.0,26.359713811572682,18.63913238629974,10.936994966391822,0.0,29.233532240255876,36.5765765765866,76.33408308029175,83.39920043945312,0.42095690965652466,0.33086317777633667
老师和同学们一致称赞小王是个好学生。,老师和同学们一致称赞小王是个好学生。,56.24999999999999,43.30127018922193,34.250335529722065,23.578316044531807,73.57462535941508,70.09167787976298,66.22599413363739,61.87129112191096,59.4736842104649,75.56536127960261,79.54816222190857,94.22536492347717,0.4576292634010315,0.8091965913772583
