refs,hyps,same_indices,random_indices,same_index_bleu1,different_index_bleu1,same_index_bleu2,different_index_bleu2,same_index_bleu3,different_index_bleu3,same_index_bleu4,different_index_bleu4,same_index_rouge,different_index_rouge,same_index_bert,different_index_bert,same_index_bleurt,different_index_bleurt
ganz im süden kann es einzelne schauer geben an den küsten ziehen gelegentlich wolken durch .,"{'26September_2009_Saturday_tagesschau-2340', 'im süden regnet es heute nacht gebietsweise an den küsten ist es wolkig .'}","(156, 156)","[411, 521]",43.34389498750908,5.263157894736842,29.44637811883895,0.0,18.433741148744776,0.0,0.0,0.0,46.25730994148491,5.765839099122026,78.1075119972229,65.38410782814026,0.4301058053970337,0.15814326703548431
im norden weht der wind schwach bis mäßig aus west bis südwest sonst schwacher wind aus unterschiedlichen richtungen .,"{'der wind weht im norden schwach bis mäßig aus west bis südwest sonst aus unterschiedlichen richtungen .', '26September_2009_Saturday_tagesschau-2341'}","(157, 157)","[180, 410]",88.9009765402776,5.76512676432421,76.9905041051248,0.0,65.50279956685452,0.0,57.20412316540905,0.0,77.30207271487869,6.334073396862998,93.51958632469177,61.42230033874512,0.7281803488731384,0.07885974645614624
darunter zum teil schneeregen .,"{'auch schnee ist mit dabei .', '03February_2010_Wednesday_heute-2354'}","(158, 158)","[373, 420]",16.666666666666668,7.315399729064568,0.0,0.0,0.0,0.0,0.0,0.0,17.88856304978898,11.649973642602236,74.68239068984985,66.74884557723999,0.5935219526290894,0.3341418504714966
im norden wird es dagegen noch trocken sein .,"{'03February_2010_Wednesday_heute-2355', 'im norden bleibt es meist trocken .'}","(159, 159)","[449, 602]",53.676949505377586,14.108028748176901,25.928429928953776,0.0,0.0,0.0,0.0,0.0,60.63432835818647,15.205724508016866,90.45866131782532,67.46115684509277,0.8022667765617371,0.19336438179016113
da haben wir am morgen schnee und schneeregen .,"{'03February_2010_Wednesday_heute-2356', 'morgen fällt verbreitet schnee oder schneeregen .'}","(160, 160)","[352, 518]",42.94155960430207,5.882352941176471,23.191092748392276,0.0,0.0,0.0,0.0,0.0,48.50746268654467,6.55795817079941,82.12360739707947,67.03208088874817,0.6519643664360046,0.15493983030319214
samstag beruhigt es sich etwas .,"{'03February_2010_Wednesday_heute-2360', 'und der samstag sieht noch besser aus .'}","(161, 161)","[94, 341]",24.999999999999996,1.9169370855616061,0.0,0.0,0.0,0.0,0.0,0.0,27.47252747245908,4.677025001981951,76.2347936630249,66.73904061317444,0.5197590589523315,0.20238980650901794
und etwas kälter wird es dann im laufe des sonntags von osten .,"{'03February_2010_Wednesday_heute-2361', 'und dann am sonntag kommt von osten kältere luft zu uns .'}","(162, 162)","[505, 419]",38.33518394288848,5.882352941176471,17.906340134265868,0.0,0.0,0.0,0.0,0.0,39.872611464926614,6.430745814258204,79.64332699775696,68.80707740783691,0.6446459293365479,0.32336077094078064
ich wünsche ihnen einen schönen abend und machen sie es gut .,"{'03February_2010_Wednesday_heute-2362', 'ihnen noch einen schönen abend und machen sie es gut .'}","(163, 163)","[308, 408]",83.00915602566019,19.999999999999996,77.86949072647971,11.952286093343934,75.51553338402918,0.0,73.69231628533761,0.0,86.62961752202527,22.10866057014327,90.8653199672699,62.965041399002075,0.6015532612800598,0.25987064838409424
teilweise ist es auch klar .,"{'14July_2009_Tuesday_tagesschau-2425', 'teilweise klart es auf .'}","(164, 164)","[199, 57]",49.123845184678906,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,53.66568914953006,7.627529650330706,81.93410634994507,66.80992245674133,0.6388561129570007,0.310040146112442
im süden entladen sich später hier und da heftige gewitter .,"{'14July_2009_Tuesday_tagesschau-2427', 'im süden entwickeln sich noch zum teil kräftige gewitter .'}","(165, 165)","[538, 579]",45.24187090179797,11.111111111111109,30.16124726786532,0.0,0.0,0.0,0.0,0.0,47.40454740450756,11.684125705016255,82.37731456756592,71.52875661849976,0.6477693915367126,0.25930529832839966
heute nacht schwül warme dreizehn bis achtzehn grad .,"{'14July_2009_Tuesday_tagesschau-2430', 'heute nacht dreizehn bis achtzehn grad trocken und teilweise trocken .'}","(166, 166)","[252, 200]",63.63636363636361,8.695652173913045,50.4524979109513,0.0,38.38700926079122,0.0,28.997844147152072,0.0,68.64077669896378,9.724364563006944,81.336110830307,66.47490859031677,0.5075821280479431,0.2740965783596039
besonders im südlichen bergland einzelne wärmegewitter .,"{'wärmer wird es vor allem im süden deutschlands mit einzelnen gewittern .', '14July_2009_Tuesday_tagesschau-2433'}","(167, 167)","[433, 571]",16.666666666666668,6.6907733706844725,0.0,4.172430267608656,0.0,0.0,0.0,0.0,18.638338966616814,16.145271485087527,73.76390099525452,66.93122386932373,0.2595210671424866,0.21546682715415955
das heißt weitere schneefälle und leichten bis mäßigen dauerfrost .,"{'dabei gibt es schnee und es gibt vorübergehend auch gefrierender regen .', '10February_2010_Wednesday_tagesschau-2514'}","(168, 168)","[508, 196]",16.666666666666668,3.273053647890081,0.0,0.0,0.0,0.0,0.0,0.0,17.88856304978898,5.510367739727687,73.11040759086609,58.37900638580322,0.48170870542526245,0.18222318589687347
am wochenende beruhigt sich dann das wetter langsam .,"{'10February_2010_Wednesday_tagesschau-2515', 'am wochenende beruhigt sich das wetter dann wieder .'}","(169, 169)","[291, 147]",88.8888888888889,11.111111111111109,66.66666666666669,0.0,50.26316274194361,0.0,38.14165616365676,0.0,77.77777777772779,12.126865671574393,95.82353830337524,60.1889431476593,0.7615271210670471,0.11405069380998611
am samstag schneit es gebietsweise leicht ganz im norden lichtblicke .,"{'am samstag schneit es zeitweise etwas im norden ist es teilweise klar .', '10February_2010_Wednesday_tagesschau-2523'}","(170, 170)","[190, 327]",53.846153846153854,6.250000000000001,42.365927286816174,0.0,31.956331266050764,0.0,23.90108882452814,0.0,57.539682539618994,6.427358719358879,83.15768241882324,63.03641200065613,0.6798443794250488,0.03187955915927887
heute nacht vor allem in einem streifen von baden württemberg bis nach sachsen stellenweise schneeschauer .,"{'25November_2010_Thursday_tagesschau-2527', 'heute nacht hauptsächlich so von baden württemberg bis nach sachsen sonst gelegentlich ein paar schneeschauer oder gewitter .'}","(171, 171)","[147, 235]",55.55555555555555,12.0,44.28074427700476,0.0,36.59793747600114,0.0,31.46660996956415,0.0,58.42062852532245,13.421052631512076,88.5778546333313,70.87947726249695,0.5437120795249939,0.30564674735069275
vorsicht wegen straßenglätte .,"{'25November_2010_Thursday_tagesschau-2528', 'vorsicht wegen straßenglätte .'}","(172, 172)","[121, 461]",100.00000000000004,9.090909090909093,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,10.03798155174875,100.00001192092896,66.08087420463562,0.953344464302063,0.20032310485839844
heute nacht wird es aber nochmal ziemlich eisig vor allen dingen in den mittelgebirgen .,"{'12January_2010_Tuesday_heute-2543', 'und es bleibt auch heute nacht noch sehr kalt vor allen dingen in den mittelgebirgen .'}","(173, 173)","[183, 598]",62.50000000000002,15.789473684210527,54.00617248673218,0.0,47.05180144405144,0.0,42.311785416105785,0.0,57.944050327878635,17.178034004232526,90.60179591178894,71.22782468795776,0.6616566181182861,0.26751723885536194
und im laufe der nacht oder gegen morgen wahrscheinlich erst wird es dann im südwesten anfangen zu schneien .,"{'12January_2010_Tuesday_heute-2544', 'morgen früh schneit es vor allem in der südhälfte hier und da noch etwas .'}","(174, 174)","[605, 352]",25.530944612154958,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,17.178034004275304,33.333333333283335,75.33968687057495,69.42668557167053,0.591933012008667,0.3075399398803711
am freitag geht es aber langsam abwärts im osten gewitterschauer .,"{'am freitag dann langsame abkühlung und die temperaturen sinken im osten und südosten noch ein wenig .', '22September_2010_Wednesday_heute-2624'}","(175, 175)","[338, 537]",29.411764705882355,7.142857142857142,19.174124721184267,0.0,0.0,0.0,0.0,0.0,32.831518257458555,7.602862253962289,73.62366914749146,66.88838005065918,0.34987708926200867,0.20792070031166077
und ab samstag sonntag kühles herbstwetter das gehört jetzt einfach dazu .,"{'und zum wochenende da wird es richtig kühl und herbstlich warm .', '22September_2010_Wednesday_heute-2625'}","(176, 176)","[517, 586]",16.666666666666668,19.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666616667,14.857142857073798,75.06020069122314,69.23668384552002,0.5793350338935852,0.23877844214439392
ich wünsche noch einen schönen abend und tschüss .,"{'22September_2010_Wednesday_heute-2626', 'ihnen noch einen schönen abend und machen sie es gut .'}","(177, 177)","[268, 535]",54.54545454545453,4.598493014643029,46.709936649691365,0.0,41.74128044846462,0.0,36.72056269893591,0.0,58.834951456245335,6.944444444451853,81.43117427825928,63.02886605262756,0.32007110118865967,0.1754962056875229
das hoch über der nordsee bestimmt morgen im ganzen land das wetter .,"{'das hoch über der nordsee macht sich morgen über deutschland bemerkbar .', '03June_2010_Thursday_tagesschau-2628'}","(178, 178)","[488, 453]",53.669257520043864,15.384615384615385,42.37413474305422,0.0,36.73194382424458,0.0,31.727218786905187,0.0,55.82165605091388,17.08817498284258,81.6203773021698,71.36011123657227,0.6156385540962219,0.19406811892986298
auch am wochenende sorgt es für viel sonnenschein bei weiter steigenden temperaturen .,"{'03June_2010_Thursday_tagesschau-2629', 'auch am wochenende erwartet uns viel sonnenschein und steigende temperaturen .'}","(179, 179)","[265, 227]",53.05700387751146,10.10884432854389,42.064917357437594,0.0,25.402608353939446,0.0,0.0,0.0,57.53968253965076,8.253968253960418,85.55684685707092,69.90203857421875,0.8041873574256897,0.18565088510513306
am tag sechzehn grad an der ostsee und bis zu siebenundzwanzig grad am oberrhein .,"{'am tag sechzehn grad an der ostsee und bis siebenundzwanzig grad am oberrhein .', '03June_2010_Thursday_tagesschau-2636'}","(180, 180)","[19, 28]",93.10627797040233,16.964803398269638,89.45361839438259,10.194578088437819,85.30958870582018,0.0,80.52253761904356,0.0,96.32292858305907,19.324894514747236,98.66615533828735,69.68757510185242,0.8650983572006226,0.34198546409606934
der wind weht meist schwach aus unterschiedlichen richtungen .,"{'der wind weht meist schwach aus unterschiedlichen richtungen .', '06July_2010_Tuesday_tagesschau-2657'}","(181, 181)","[562, 366]",100.00000000000004,3.9493292375652054,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,6.870916873179472,100.0,65.0600254535675,0.9683063626289368,0.13985121250152588
an der see lebt er auch mal ein wenig auf und kommt aus west .,"{'06July_2010_Tuesday_tagesschau-2658', 'auch an der nordsee teilweise frischer westwind .'}","(182, 182)","[409, 334]",20.843100983925417,28.57142857142857,11.141106108539963,14.82498633322202,0.0,0.0,0.0,0.0,22.30511962953967,28.571428571378572,71.69632315635681,75.06844401359558,0.24820631742477417,0.5032483339309692
ein weiteres tief das morgen über spanien liegt sorgt dann am freitag bei uns dafür dass es kräftig schneit .,"{'05January_2010_Tuesday_tagesschau-2667', 'und morgen überqueren uns dann von spanien atlantische tiefausläufer und bringen uns bis freitag zum teil kräftige regenfälle .'}","(183, 183)","[597, 470]",29.959878316308547,12.980013051190083,0.0,0.0,0.0,0.0,0.0,0.0,20.485900800816765,14.462081128722264,73.84124398231506,66.49901270866394,0.43204569816589355,0.11703776568174362
vor allem in richtung küste sowie im südwesten kann es in der nacht etwas schneien .,"{'05January_2010_Tuesday_tagesschau-2668', 'vor allem in küstennähe sowie im südwesten kann es heute nacht gebietsweise schneien .'}","(184, 184)","[66, 7]",68.11183498037144,5.4582050205198795,56.38552127243905,0.0,45.122237314608306,0.0,34.68899992311541,0.0,72.6900584794966,5.962854349921066,87.96525597572327,66.58763289451599,0.7680410742759705,0.29624831676483154
ich wünsche ihnen einen schönen abend und machen sie es gut .,"{'19January_2011_Wednesday_heute-2690', 'ihnen einen schönen abend und machen sie es gut .'}","(185, 185)","[16, 455]",81.87307530779823,13.333333333333334,81.87307530779823,0.0,81.87307530779823,0.0,81.87307530779823,0.0,89.4428152492368,14.857142857073798,91.34735465049744,68.49017143249512,0.7040643095970154,0.3864815831184387
heute nacht zwölf grad in der kölner bucht ein grad in brandenburg .,"{'heute nacht zwölf grad im vogtland und ein grad in brandenburg .', '01October_2010_Friday_tagesschau-2700'}","(186, 186)","[350, 595]",69.00333109719922,6.295853427918729,63.56120211458128,0.0,57.06734492878191,0.0,48.86103195703452,0.0,71.77070063690113,13.543599257895405,84.62138772010803,65.2478814125061,0.6150862574577332,0.22714991867542267
am tag elf grad im vogtland und einundzwanzig grad am oberrhein .,"{'01October_2010_Friday_tagesschau-2701', 'am tag elf grad im vogtland und einundzwanzig grad am oberrhein .'}","(187, 187)","[305, 538]",100.00000000000004,7.6923076923076925,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,8.414138254545957,99.99999403953552,70.5869972705841,0.9544390439987183,0.1712384819984436
in der nacht regnet es vor allem von schleswig holstein bis zur oder sowie im süden .,"{'in der nacht regnet es vor allem zwischen ostseeküste und erzgebirge teilweise ergiebig .', '31January_2013_Thursday_tagesschau-2708'}","(188, 188)","[631, 187]",46.1210141145937,19.999999999999996,41.449741022727,0.0,38.65951778708216,0.0,36.086384747950035,0.0,50.67258717510512,21.693121693055346,78.53866219520569,63.762444257736206,0.3681745231151581,0.21463042497634888
am tag vier grad im sauerland und zwölf grad im breisgau .,"{'31January_2013_Thursday_tagesschau-2713', 'am tag vier grad im sauerland und zwölf grad im breisgau .'}","(189, 189)","[213, 2]",100.00000000000004,7.325278573256962,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,10.611782477347365,99.99999403953552,69.14342641830444,0.9456597566604614,0.12984593212604523
am tag neunzehn grad an der nordsee und sechsundzwanzig grad in teilen thüringens und sachsens .,"{'03August_2010_Tuesday_tagesschau-2780', 'am tag neunzehn grad an der see und sechsundzwanzig grad in teilen thüringens und sachsens .'}","(190, 190)","[131, 317]",93.74999999999997,19.999999999999996,90.13878188659973,9.12870929175277,86.10519204589448,0.0,81.53551038173119,0.0,93.74999999994998,22.36842105256471,97.20741510391235,69.35591101646423,0.7155233025550842,0.4492877125740051
und nun die wettervorhersage für morgen mittwoch den siebenundzwanzigsten januar .,"{'26January_2010_Tuesday_tagesschau-2784', 'und nun die wettervorhersage für morgen mittwoch den siebenundzwanzigsten januar .'}","(191, 191)","[552, 102]",100.00000000000004,2.967831244908582,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,6.0404858299699615,100.0,63.85508179664612,0.9840344786643982,0.18930107355117798
morgen erwartet uns nochmals recht ruhiges und vielerorts trockenes winterwetter .,"{'auch morgen erwartet uns noch ruhiges und weitgehend trockenes winterwetter .', '08February_2010_Monday_tagesschau-2797'}","(192, 192)","[437, 364]",72.7272727272727,14.285714285714283,60.3022689155527,0.0,43.233287816535174,0.0,0.0,0.0,72.72727272722275,10.541310541241412,93.27686429023743,63.482725620269775,0.8459171056747437,0.2116054892539978
wenn der verschwunden ist zeigt sich morgen im süden die sonne während sich die wolken weiter richtung donau ausbreiten und dabei immer größere lücken bekommen .,"{'wenn sich der nebel gelichtet hat scheint in der südhälfte morgen neben sonne auch dichtere wolken südlich der donau zunächst noch für längere zeit die sonne .', '04March_2011_Friday_tagesschau-2838'}","(193, 193)","[439, 84]",33.333333333333336,4.999999999999999,11.322770341445958,0.0,0.0,0.0,0.0,0.0,26.396306932499563,5.451127819501102,74.28190112113953,64.54030275344849,0.3241502344608307,0.2244071364402771
in der südosthälfte deutschlands bleibt es morgen unter leichtem hochdruckeinfluss noch recht freundlich .,"{'02October_2012_Tuesday_tagesschau-2847', 'der südosten deutschlands beschert hochdruckeinfluss noch recht freundliches wetter .'}","(194, 194)","[0, 268]",40.21920276213835,6.666666666666667,24.476627330774733,0.0,17.1224191333197,0.0,0.0,0.0,47.435897435883525,7.0756247971091994,82.72022008895874,67.70933270454407,0.6147410869598389,0.21854767203330994
der nordosten deutschlands liegt morgen dank hochdruckeinfluss meist auf der sonnenseite .,"{'in der nordosthälfte deutschlands scheint morgen dank hochdruckeinfluss noch verbreitet die sonne .', '02July_2009_Thursday_tagesschau-2860'}","(195, 195)","[175, 422]",46.15384615384615,15.688407624754868,27.73500981126145,0.0,19.12293963810262,0.0,0.0,0.0,47.84713375790443,11.043153244950044,84.93492603302002,68.89374256134033,0.6220259666442871,0.2220965027809143
in der nacht muss vor allem in der nordwesthälfte mit schauern und gewittern gerechnet werden die heftig ausfallen können .,"{'in der nacht muss vor allem in der nordwesthälfte mit schauern und gewittern gerechnet werden die kräftig sein können .', '22July_2009_Wednesday_tagesschau-2873'}","(196, 196)","[308, 478]",90.0,6.666666666666667,87.05715001320144,0.0,83.84711818906295,0.0,81.93882146581181,0.0,89.99999999994999,7.3695535233439164,97.31941819190979,63.480156660079956,0.7211572527885437,0.2975250482559204
guten abend liebe zuschauer .,"{'guten abend liebe zuschauer .', '28January_2010_Thursday_heute-2882'}","(197, 197)","[245, 138]",100.00000000000004,13.406400920712784,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,15.81196581195191,99.99997019767761,64.83068466186523,0.9707947373390198,0.07693301141262054
in den nächsten stunden können noch bis zu fünf zentimeter schnee fallen .,"{'28January_2010_Thursday_heute-2883', 'in der neuen woche lassen die schneefallgrenze sinken auf fünfhundert meter .'}","(198, 198)","[195, 210]",15.334073577155388,19.786244288317874,0.0,0.0,0.0,0.0,0.0,0.0,15.94904458594573,14.142139267732937,74.44170713424683,68.81930232048035,0.320977121591568,0.2398843765258789
im osten und süden am dienstag einzelne schauer dabei bis in mittlere lagen schnee sonst teils nebel teils wolken oder sonne .,"{'im osten und süden gibt es noch ein paar schauer und bis zu den mittelgebirgen fällt noch etwas schnee sonst teils neblig trüb teils wolkig oder sonnig .', '24October_2010_Sunday_tagesschau-2908'}","(199, 199)","[495, 158]",42.85714285714285,17.647058823529417,28.171808490950543,10.502100630210077,20.92148242324234,0.0,13.834368456410946,0.0,46.67484662569982,18.697895990438603,80.82779049873352,66.87054634094238,0.5495818853378296,0.3139444589614868
am mittwoch zieht von der nordsee regen heran der sich am donnerstag ausbreitet .,"{'24October_2010_Sunday_tagesschau-2909', 'am mittwoch ziehen dann von westen wieder regenwolken heran die sich am mittwoch weiter richtung südosten ausbreiten .'}","(200, 200)","[387, 166]",38.888888888888886,11.76470588235294,21.389631597324925,0.0,0.0,0.0,0.0,0.0,42.444029850678874,13.115916341660808,81.16578459739685,63.302916288375854,0.5212702751159668,0.09975036978721619
richtung südosten noch eine mischung aus nebel wolken und sonne .,"{'24October_2010_Sunday_tagesschau-2910', 'ansonsten eine mischung aus nebel wolken und sonne .'}","(201, 201)","[210, 183]",71.1766580370496,7.357588823428846,70.61840111952002,0.0,69.95085525718022,0.0,69.13086465463164,0.0,78.44660194171955,11.111111111118518,87.69933581352234,70.91022729873657,0.6882833242416382,0.2351144701242447
westlich des rheins und im nordosten bleibt es meist trocken .,"{'am tag bleibt es im westen und nordosten meist trocken .', '05February_2010_Friday_tagesschau-2916'}","(202, 202)","[485, 28]",72.7272727272727,15.806680330494807,46.709936649691365,9.571420259945693,28.941787404774658,0.0,0.0,0.0,45.454545454495445,19.69891095451084,85.46377420425415,75.6186306476593,0.5541934370994568,0.2457016408443451
dabei ist es teils stark bewölkt oder neblig trüb teils freundlich mit sonnenschein .,"{'aber sonst ist es meist stark bewölkt oder neblig trüb teils neblig trüb teils sonnig .', '05February_2010_Friday_tagesschau-2924'}","(203, 203)","[101, 402]",62.50000000000002,9.090909090909093,50.000000000000014,0.0,41.49132666831218,0.0,35.83129187641355,0.0,59.4736842104649,10.148674854493898,84.55142974853516,68.78964900970459,0.6567233204841614,0.1846894770860672
es wird deutlich freundlicher .,"{'20September_2010_Monday_heute-2929', 'und es wird noch ein bisschen freundlicher .'}","(204, 204)","[257, 413]",49.99999999999999,18.18181818181818,37.79644730092272,0.0,0.0,0.0,0.0,0.0,55.88697017261648,18.181818181768183,83.22553038597107,63.14382553100586,0.7585493326187134,0.10589250922203064
heute nacht noch nicht so ganz da haben wir noch ein bisschen mit regen zu kämpfen an den küsten .,"{'heute nacht wird es hier und da noch etwas regnen an der nordseeküste .', '20September_2010_Monday_heute-2930'}","(205, 205)","[312, 316]",27.918816751330947,9.30627225044365,11.828065604208323,0.0,0.0,0.0,0.0,0.0,33.28369322411305,11.094564408029663,73.60767126083374,71.52389287948608,0.6036457419395447,0.2531503140926361
in der südhälfte weht der wind schwach sonst schwach bis mäßig richtung küsten frisch und stark böig .,"{'in der südosthälfte schwacher bis mäßiger wind in der nordwesthälfte weht er mäßig bis frisch und an den küsten stark .', '29September_2012_Saturday_tagesschau-2963'}","(206, 206)","[616, 473]",57.14285714285717,8.333333333333332,23.90457218668788,0.0,0.0,0.0,0.0,0.0,40.54859868807082,9.2592592592,83.20587873458862,64.70167636871338,0.538256049156189,0.2289111465215683
am freitag ruhiges trockenes wetter vor allem im norden ist es recht freundlich ähnliches wetter am samstag nur im norden vereinzelt etwas schnee oder gefrierender sprühregen .,"{'25January_2011_Tuesday_tagesschau-2993', 'am freitag ruhiges winterwetter vor allem im norden am freundlichsten wird es auch am samstag nur im norden etwas schnee oder gefrierender regen .'}","(207, 207)","[377, 108]",66.18726769384463,11.258966110647297,55.20399736488309,0.0,46.07236607543378,0.0,35.80707606310359,0.0,70.10475423042197,12.48649252894462,89.7889256477356,67.96044111251831,0.5313588380813599,0.26579201221466064
liebe zuschauer guten abend .,"{'liebe zuschauer guten abend .', '24August_2010_Tuesday_heute-3006'}","(208, 208)","[620, 456]",100.00000000000004,24.94685293417648,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,19.314683442601666,100.0,72.53185510635376,0.9500744342803955,0.22215884923934937
ein harscher wetterwechsel seit gestern sogar mit tornados .,"{'die wetterlage stellt sich jetzt um es gelten entsprechende unwetterwarnungen des deutschen wetterdienstes .', '24August_2010_Tuesday_heute-3007'}","(209, 209)","[393, 501]",7.142857142857142,12.101102614451985,0.0,0.0,0.0,0.0,0.0,0.0,7.975813417725853,10.155316606925242,69.9556291103363,69.5183515548706,0.265701025724411,0.19779187440872192
der nächste größere regen für uns ist dann erst am donnerstag wahrscheinlich in sicht .,"{'24August_2010_Tuesday_heute-3010', 'und der nächste regen folgt wohl erst am donnerstag .'}","(210, 210)","[278, 625]",42.457146179884354,18.096748360719186,29.29821432670199,0.0,18.670173700368636,0.0,0.0,0.0,51.99999999999216,18.96181896177912,84.645015001297,65.85853695869446,0.6342567205429077,0.17868879437446594
an der ostsee heute nacht örtlich stürmische böen .,"{'an der ostsee heute nacht starke bis stürmische böen .', '07October_2012_Sunday_tagesschau-3032'}","(211, 211)","[472, 446]",79.99999999999997,4.166666666666667,73.0296743340221,0.0,64.36595897370862,0.0,52.53819788848316,0.0,83.7478311161928,4.560172692880518,93.03957223892212,68.27542185783386,0.6854864954948425,0.11231134831905365
morgen schwacher bis mäßiger an der see frischer wind aus südwest bis west .,"{'morgen schwacher bis mäßiger an der küste zeitweise frischer wind aus süd bis südwest .', '07October_2012_Sunday_tagesschau-3033'}","(212, 212)","[469, 198]",79.99999999999997,14.285714285714283,63.245553203367585,0.0,53.58322898371244,0.0,44.28500142691474,0.0,75.68230102952357,14.774337178651903,93.75333189964294,64.50445652008057,0.6512109041213989,0.19201631844043732
ich wünsche ihnen noch einen schönen abend .,"{'31January_2011_Monday_heute-3053', 'ihnen noch einen schönen abend und machen sie es gut .'}","(213, 213)","[619, 149]",54.54545454545453,11.111111111111109,46.709936649691365,0.0,41.74128044846462,0.0,36.72056269893591,0.0,60.22788931083718,12.424961608197286,85.24466753005981,59.81026887893677,0.4431859254837036,0.28574123978614807
auch am tag wieder viel sonnenschein später bilden sich hier und da ein paar quellwolken .,"{'20April_2011_Wednesday_tagesschau-3086', 'auch am tag viel sonne im laufe des tages bilden sich später nur hier und da ein paar quellwolken .'}","(214, 214)","[361, 194]",70.00000000000003,19.999999999999996,57.582892196243606,0.0,47.99049519403644,0.0,40.1577332834242,0.0,70.50264550257916,20.640627553465396,89.55615758895874,70.06919980049133,0.6256282925605774,0.42268723249435425
mittwoch und donnerstag bleibt es im norden windig und gebietsweise fällt dort regen .,"{'16November_2009_Monday_tagesschau-3105', 'mittwoch und donnerstag bleibt es im norden windig gebietsweise regnet es .'}","(215, 215)","[544, 34]",70.5401437408845,19.885318151430436,61.64241439984991,0.0,57.788670896759896,0.0,54.88684910025905,0.0,76.02862254021723,20.936957779024322,90.30632376670837,69.08707022666931,0.6798791289329529,0.28037601709365845
von süden wird es tag für tag freundlicher .,"{'am freundlichsten wird es im nordwesten .', '16November_2009_Monday_tagesschau-3106'}","(216, 216)","[453, 391]",32.20616970322653,18.18181818181818,20.084075461628778,0.0,0.0,0.0,0.0,0.0,36.380597014902875,18.181818181768183,73.61122369766235,67.15800762176514,0.552051305770874,0.11572141945362091
guten abend liebe zuschauer .,"{'21April_2010_Wednesday_heute-3108', 'guten abend liebe zuschauer .'}","(217, 217)","[310, 298]",100.00000000000004,11.409269311835377,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,14.912280701754,99.99997019767761,65.37317633628845,0.9707947373390198,0.27364382147789
eine frostig kalte nacht liegt vor uns .,"{'in den nächten muss verbreitet mit frost gerechnet werden .', '21April_2010_Wednesday_heute-3109'}","(218, 218)","[399, 268]",10.000000000000002,18.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,10.8465608464945,19.611650485371555,65.3728723526001,71.71603441238403,0.3984067738056183,0.24715974926948547
und nun die wettervorhersage für morgen dienstag den fünfundzwanzigsten mai .,"{'24May_2010_Monday_tagesschau-3139', 'und nun die wettervorhersage für morgen dienstag den fünfundzwanzigsten mai .'}","(219, 219)","[404, 343]",100.00000000000004,7.6923076923076925,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,8.414138254545957,100.0,62.79321312904358,0.9646653532981873,0.1626884490251541
und nun die wettervorhersage für morgen donnerstag den siebenundzwanzigsten august .,"{'und nun die wettervorhersage für morgen donnerstag den siebenundzwanzigsten august .', '26August_2009_Wednesday_tagesschau-3213'}","(220, 220)","[367, 411]",100.00000000000004,12.638980516343251,100.00000000000004,0.0,100.00000000000004,0.0,100.00000000000004,0.0,99.99999999994999,14.704632384173957,100.0,68.18135380744934,0.9653632640838623,0.25047439336776733
am samstag wird es deutlich kühler und im norden sehr windig .,"{'26August_2009_Wednesday_tagesschau-3226', 'am samstag kühlt es weiter ab im norden ist es sehr windig .'}","(221, 221)","[174, 421]",61.538461538461554,13.333333333333334,45.29108136578384,0.0,26.518211593610204,0.0,0.0,0.0,63.796178343891675,14.912280701687514,85.94277501106262,70.09816765785217,0.7413284182548523,0.34719449281692505
ab sonntag steigen dann temperaturen und sonnenscheindauer wieder .,"{'ab sonntag steigen temperaturen und sonne wieder und es scheint häufig für längere zeit .', '26August_2009_Wednesday_tagesschau-3227'}","(222, 222)","[612, 452]",46.66666666666667,8.333333333333332,31.62277660168379,0.0,19.740230337485706,0.0,0.0,0.0,52.19298245607348,9.319169483275434,84.1494619846344,67.28354692459106,0.7396601438522339,0.20554962754249573
dabei kommt es zu heftigen schauern und gewittern die teilweise unwetterartig sein können .,"{'dabei gibt es zum teil kräftige schauer und gewitter die örtlich auch unwetterartig sein können .', '14August_2011_Sunday_tagesschau-3230'}","(223, 223)","[289, 165]",49.99999999999999,21.052631578947366,31.62277660168379,15.29438225803745,24.264275032025868,11.122565872945906,18.20705281109213,0.0,52.86549707596199,23.540903540837864,87.80152201652527,67.93954372406006,0.6600437164306641,0.47365570068359375
