refs,hyps,original_bleu1,original_bleu2,original_bleu3,original_bleu4,reordered_bleu1,reordered_bleu2,reordered_bleu3,reordered_bleu4,original_rouge,reordered_rouge,original_bert,reordered_bert,original_bleurt,reordered_bleurt
,"{'in der nacht muss vor allem in der nordwesthälfte mit schauern und gewittern gerechnet werden die kräftig sein können .', '22July_2009_Wednesday_tagesschau-2873'}",90.0,87.05715001320144,83.84711818906295,81.93882146581181,74.99999999999997,62.82808624375431,53.54403128941331,43.59493824807389,89.99999999994999,56.33622720231405,97.31941819190979,92.50673055648804,0.7211572527885437,0.6763217449188232
,"{'guten abend liebe zuschauer .', '28January_2010_Thursday_heute-2882'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,40.0,0.0,0.0,0.0,99.99999999994999,21.693121693055346,99.99997019767761,89.54127430915833,0.9707947373390198,0.758667528629303
,"{'28January_2010_Thursday_heute-2883', 'in der neuen woche lassen die schneefallgrenze sinken auf fünfhundert meter .'}",15.334073577155388,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,15.94904458594573,8.333333333283333,74.44170713424683,74.51494336128235,0.320977121591568,0.3334113359451294
,"{'im osten und süden gibt es noch ein paar schauer und bis zu den mittelgebirgen fällt noch etwas schnee sonst teils neblig trüb teils wolkig oder sonnig .', '24October_2010_Sunday_tagesschau-2908'}",42.85714285714285,28.171808490950543,20.92148242324234,13.834368456410946,32.14285714285715,21.821789023599244,15.415080049095202,11.002068284361833,46.67484662569982,35.321821036038365,80.82779049873352,78.55954170227051,0.5495818853378296,0.5906270146369934
,"{'24October_2010_Sunday_tagesschau-2909', 'am mittwoch ziehen dann von westen wieder regenwolken heran die sich am mittwoch weiter richtung südosten ausbreiten .'}",38.888888888888886,21.389631597324925,0.0,0.0,27.777777777777775,18.077538151554684,0.0,0.0,42.444029850678874,30.701208120493945,81.16578459739685,81.07420802116394,0.5212702751159668,0.4862273335456848
,"{'24October_2010_Sunday_tagesschau-2910', 'ansonsten eine mischung aus nebel wolken und sonne .'}",71.1766580370496,70.61840111952002,69.95085525718022,69.13086465463164,69.59861353000653,68.34448173540697,66.8356193629648,64.96350258549114,78.44660194171955,73.27935222668192,87.69933581352234,86.37524843215942,0.6882833242416382,0.5866602659225464
,"{'am tag bleibt es im westen und nordosten meist trocken .', '05February_2010_Friday_tagesschau-2916'}",72.7272727272727,46.709936649691365,28.941787404774658,0.0,54.54545454545453,23.35496832484569,0.0,0.0,45.454545454495445,28.44272844266985,85.46377420425415,85.51210761070251,0.5541934370994568,0.5264729857444763
,"{'aber sonst ist es meist stark bewölkt oder neblig trüb teils neblig trüb teils sonnig .', '05February_2010_Friday_tagesschau-2924'}",62.50000000000002,50.000000000000014,41.49132666831218,35.83129187641355,43.74999999999999,29.580398915498076,23.20794416806389,17.609282679116177,59.4736842104649,40.52121404728853,84.55142974853516,82.2549819946289,0.6567233204841614,0.589534342288971
,"{'20September_2010_Monday_heute-2929', 'und es wird noch ein bisschen freundlicher .'}",49.99999999999999,37.79644730092272,0.0,0.0,24.999999999999996,0.0,0.0,0.0,55.88697017261648,13.888888888829632,83.22553038597107,81.14871382713318,0.7585493326187134,0.72723388671875
,"{'heute nacht wird es hier und da noch etwas regnen an der nordseeküste .', '20September_2010_Monday_heute-2930'}",27.918816751330947,11.828065604208323,0.0,0.0,19.99064392500372,10.37263580431708,0.0,0.0,33.28369322411305,17.400812246156157,73.60767126083374,74.25353527069092,0.6036457419395447,0.4902571439743042
,"{'in der südosthälfte schwacher bis mäßiger wind in der nordwesthälfte weht er mäßig bis frisch und an den küsten stark .', '29September_2012_Saturday_tagesschau-2963'}",57.14285714285717,23.90457218668788,0.0,0.0,38.09523809523809,19.51800145897067,0.0,0.0,40.54859868807082,36.05192606173747,83.20587873458862,82.90628790855408,0.538256049156189,0.5159918069839478
,"{'25January_2011_Tuesday_tagesschau-2993', 'am freitag ruhiges winterwetter vor allem im norden am freundlichsten wird es auch am samstag nur im norden etwas schnee oder gefrierender regen .'}",66.18726769384463,55.20399736488309,46.07236607543378,35.80707606310359,35.96960464159268,17.320926159743912,0.0,0.0,70.10475423042197,36.70413256812291,89.7889256477356,78.13517451286316,0.5313588380813599,0.4131554961204529
,"{'liebe zuschauer guten abend .', '24August_2010_Tuesday_heute-3006'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,19.999999999999996,0.0,0.0,0.0,99.99999999994999,21.693121693055346,100.0,71.34409546852112,0.9500744342803955,0.5310922861099243
,"{'24August_2010_Tuesday_heute-3007', 'die wetterlage stellt sich jetzt um es gelten entsprechende unwetterwarnungen des deutschen wetterdienstes .'}",7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.975813417725853,0.0,69.9556291103363,70.9895670413971,0.265701025724411,0.22806882858276367
,"{'24August_2010_Tuesday_heute-3010', 'und der nächste regen folgt wohl erst am donnerstag .'}",42.457146179884354,29.29821432670199,18.670173700368636,0.0,40.21920276213835,24.476627330774733,0.0,0.0,51.99999999999216,31.623931623917716,84.645015001297,82.7356219291687,0.6342567205429077,0.6508713364601135
,"{'an der ostsee heute nacht starke bis stürmische böen .', '07October_2012_Sunday_tagesschau-3032'}",79.99999999999997,73.0296743340221,64.36595897370862,52.53819788848316,40.0,21.081851067789188,0.0,0.0,83.7478311161928,21.693121693055346,93.03957223892212,80.2702009677887,0.6854864954948425,0.5294055342674255
,"{'07October_2012_Sunday_tagesschau-3033', 'morgen schwacher bis mäßiger an der küste zeitweise frischer wind aus süd bis südwest .'}",79.99999999999997,63.245553203367585,53.58322898371244,44.28500142691474,59.999999999999986,41.40393356054123,34.07378427295782,28.495577603220287,75.68230102952357,42.42641780324019,93.75333189964294,84.30927395820618,0.6512109041213989,0.5495755076408386
,"{'ihnen noch einen schönen abend und machen sie es gut .', '31January_2011_Monday_heute-3053'}",54.54545454545453,46.709936649691365,41.74128044846462,36.72056269893591,18.18181818181818,13.48399724926484,0.0,0.0,60.22788931083718,20.310633213790656,85.24466753005981,73.4398365020752,0.4431859254837036,0.36841344833374023
,"{'auch am tag viel sonne im laufe des tages bilden sich später nur hier und da ein paar quellwolken .', '20April_2011_Wednesday_tagesschau-3086'}",70.00000000000003,57.582892196243606,47.99049519403644,40.1577332834242,55.000000000000014,41.675437673324545,30.70457069283656,24.15725261015974,70.50264550257916,38.46153846147006,89.55615758895874,81.19532465934753,0.6256282925605774,0.44450193643569946
,"{'mittwoch und donnerstag bleibt es im norden windig gebietsweise regnet es .', '16November_2009_Monday_tagesschau-3105'}",70.5401437408845,61.64241439984991,57.788670896759896,54.88684910025905,30.668147154310777,16.01591750738048,0.0,0.0,76.02862254021723,23.923566878939358,90.30632376670837,79.8644483089447,0.6798791289329529,0.5659200549125671
,"{'am freundlichsten wird es im nordwesten .', '16November_2009_Monday_tagesschau-3106'}",32.20616970322653,20.084075461628778,0.0,0.0,27.918816751330947,0.0,0.0,0.0,36.380597014902875,22.189128816071367,73.61122369766235,70.79502940177917,0.552051305770874,0.5227120518684387
,"{'guten abend liebe zuschauer .', '21April_2010_Wednesday_heute-3108'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,40.0,0.0,0.0,0.0,99.99999999994999,21.693121693055346,99.99997019767761,89.54127430915833,0.9707947373390198,0.758667528629303
,"{'in den nächten muss verbreitet mit frost gerechnet werden .', '21April_2010_Wednesday_heute-3109'}",10.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8465608464945,0.0,65.3728723526001,65.8586859703064,0.3984067738056183,0.3793402314186096
,"{'und nun die wettervorhersage für morgen dienstag den fünfundzwanzigsten mai .', '24May_2010_Monday_tagesschau-3139'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,81.81818181818183,75.67874686642696,68.26924810955322,58.77283725105324,99.99999999994999,85.32818532812672,100.0,96.67794108390808,0.9646653532981873,0.8242626190185547
,"{'26August_2009_Wednesday_tagesschau-3213', 'und nun die wettervorhersage für morgen donnerstag den siebenundzwanzigsten august .'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,83.66600265340763,72.99198566479815,61.79654585112238,99.99999999994999,90.9090909090409,100.0,95.8009660243988,0.9653632640838623,0.8581699132919312
,"{'am samstag kühlt es weiter ab im norden ist es sehr windig .', '26August_2009_Wednesday_tagesschau-3226'}",61.538461538461554,45.29108136578384,26.518211593610204,0.0,38.46153846153847,17.90287185098582,0.0,0.0,63.796178343891675,24.659863945514697,85.94277501106262,79.08862233161926,0.7413284182548523,0.6341254115104675
,"{'26August_2009_Wednesday_tagesschau-3227', 'ab sonntag steigen temperaturen und sonne wieder und es scheint häufig für längere zeit .'}",46.66666666666667,31.62277660168379,19.740230337485706,0.0,33.333333333333336,26.726124191242448,17.645861682298985,0.0,52.19298245607348,37.2807017543191,84.1494619846344,83.56866240501404,0.7396601438522339,0.7013958692550659
,"{'dabei gibt es zum teil kräftige schauer und gewitter die örtlich auch unwetterartig sein können .', '14August_2011_Sunday_tagesschau-3230'}",49.99999999999999,31.62277660168379,24.264275032025868,18.20705281109213,37.5,15.811388300841893,0.0,0.0,52.86549707596199,33.767678372729506,87.80152201652527,79.57844734191895,0.6600437164306641,0.6007282733917236
,"{'14August_2011_Sunday_tagesschau-3232', 'im osten und süden zu beginn der nacht noch teilweise kräftiger regen und örtlich auch hagel .'}",70.58823529411764,51.44957554275266,41.32797329718274,31.689002674537868,64.70588235294115,49.25921830718888,40.14652145477806,31.007120066002052,64.70588235289118,42.34654234648664,84.53401327133179,82.5077474117279,0.695244312286377,0.6956058144569397
,"{'22February_2010_Monday_tagesschau-3246', 'im norden und nordosten bleibt es heute nacht meist trocken sonst regnet es zeitweise im norden und osten zum teil ergiebig .'}",45.45454545454545,36.037498507822356,29.615092275387507,22.866722231574908,31.818181818181817,24.618298195866544,18.232183586428963,13.364127603112498,49.675470728034696,35.132935431292964,81.3877522945404,77.433180809021,0.5986725687980652,0.57192063331604
,"{'22February_2010_Monday_tagesschau-3247', 'an der nordsee kann es auch schneien .'}",11.031211282307444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.684125705039227,0.0,72.06430435180664,72.71926403045654,0.5447878241539001,0.5312705636024475
,"{'22September_2010_Wednesday_tagesschau-3258', 'heute nacht ist es verbreitet klar oder nur leicht bewölkt vor allem in einigen regionen bildet sich nebel vor allem in der mitte und im süden nebel .'}",49.99999999999999,40.82482904638629,33.755319058958186,26.064654620515448,42.85714285714285,35.634832254989924,29.01229142856743,21.023693683267553,50.87546535361527,44.32301153606944,81.82963132858276,80.31025528907776,0.5123208165168762,0.5083649158477783
,"{'und nun die wettervorhersage für morgen freitag den achtundzwanzigsten august .', '27August_2009_Thursday_tagesschau-3267'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,81.81818181818183,75.67874686642696,68.26924810955322,58.77283725105324,99.99999999994999,85.32818532812672,100.0,95.29640674591064,0.9772857427597046,0.8336158990859985
,"{'von schottland nähert sich aber wieder ein atlantischer tiefausläufer .', '27August_2009_Thursday_tagesschau-3268'}",40.0,21.081851067789188,0.0,0.0,10.000000000000002,0.0,0.0,0.0,43.386243386177036,11.094564407972461,79.42007780075073,70.74998617172241,0.2734999656677246,0.1452389657497406
,"{'27August_2009_Thursday_tagesschau-3269', 'das kräftige tief das sich zur nordsee verlagert sorgt dafür dass weiter kalte luft zu uns strömt .'}",5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17283950611358,0.0,68.20588111877441,64.68977332115173,0.2410491406917572,0.24001803994178772
,"{'das hoch über skandinavien macht sich morgen im norden und westen deutschlands bemerkbar .', '15March_2011_Tuesday_tagesschau-3322'}",42.85714285714285,31.448545101657547,25.449736428999685,19.67497981115564,28.57142857142857,20.96569673443836,15.415080049095202,0.0,46.67484662569982,31.623931623862493,79.1282057762146,77.89413332939148,0.4210497736930847,0.37670081853866577
,"{'15March_2011_Tuesday_tagesschau-3325', 'von der ems bis zur lausitz ziehen dünne schleierwolkenfelder durch sonst ist es teils klar teils locker bewölkt .'}",56.84763955277427,53.31658952953713,49.379898538557754,44.8995160222747,39.94650442174473,32.44586361606231,22.734254401579882,16.246736614250725,59.70223325058104,40.971801601678195,85.74106097221375,81.40347599983215,0.6332347393035889,0.5327961444854736
,"{'15March_2011_Tuesday_tagesschau-3326', 'aber die nacht wird schon noch ein bisschen wolkiger .'}",49.99999999999999,33.333333333333336,0.0,0.0,30.000000000000004,0.0,0.0,0.0,49.99999999995,20.936957779003677,82.47029781341553,81.00913166999817,0.6615217328071594,0.6254978179931641
,"{'05May_2010_Wednesday_tagesschau-3348', 'das tief das sich vom mittelmeer zur nordsee verlagert sorgt morgen im westen deutschlands für viele wolken .'}",22.242705636577995,10.235625888296033,0.0,0.0,18.8107049975692,9.678027877848715,0.0,0.0,24.514563106768108,20.27429934403356,75.96573233604431,76.03811621665955,0.49467921257019043,0.3829972743988037
,"{'im norden bleibt es morgen noch meist trocken sonst fällt zeitweise regen .', '05May_2010_Wednesday_tagesschau-3352'}",72.54956239049889,60.23772031770743,48.364860780708746,37.32083238656446,42.736665168106896,31.453333915753564,20.26956706209601,0.0,77.78176597268627,44.3230115360841,92.60585308074951,86.23477220535278,0.7666462659835815,0.6909618973731995
,"{'in bayern und sachsen gibt es neben einzelnen schauern und gewittern auch klaren himmel .', '05May_2010_Wednesday_tagesschau-3353'}",66.66666666666669,48.795003647426675,38.01685654384933,26.01278440403793,66.66666666666669,30.860669992418376,19.421783839669526,0.0,68.80209184501629,55.04167347600174,88.63887786865234,86.41482591629028,0.569736659526825,0.584052562713623
,"{'05May_2010_Wednesday_tagesschau-3359', 'in der nordhälfte regnet es hier und da .'}",11.111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.684125705016255,0.0,72.00162410736084,71.81965708732605,0.575465977191925,0.5600431561470032
,"{'im laufe des tages wird es immer wärmer dabei unbeständiger es gibt gewitter aber auch immer wieder sonnenschein .', '05May_2010_Wednesday_tagesschau-3360'}",26.31578947368421,17.099639201419233,0.0,0.0,10.526315789473687,0.0,0.0,0.0,26.31578947363421,5.397525805633947,77.76849269866943,76.4542281627655,0.34927132725715637,0.379444420337677
,"{'auch morgen breiten sich die regenwolken noch weiter richtung westen aus vor allem in rheinland pfalz und baden württemberg .', '18May_2010_Tuesday_heute-3366'}",61.40480648084862,32.53306122528053,16.885197826140725,0.0,45.24187090179797,20.758394029226395,12.938835252644497,0.0,49.19354838706671,37.923637923598086,83.63470435142517,81.69957399368286,0.6853364706039429,0.6775609254837036
,"{'und nun die wettervorhersage für morgen samstag den zweiten april .', '01April_2011_Friday_tagesschau-3374'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,83.66600265340763,72.99198566479815,61.79654585112238,99.99999999994999,90.9090909090409,100.0,96.0254967212677,0.9482386708259583,0.8664857745170593
,"{'im emsland und nordosten halten sich heute nacht noch viele wolken die etwas schnee oder schneeregen bringen .', '01April_2011_Friday_tagesschau-3377'}",52.55330382815363,48.3678529013428,43.618675261624546,40.22000980758568,27.777777777777775,18.077538151554684,0.0,0.0,53.97525805684634,27.77777777772778,82.4043869972229,75.58053731918335,0.5328550338745117,0.429970383644104
,"{'01April_2011_Friday_tagesschau-3387', 'am montag überall wechselhaft und deutlich kühler .'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,74.99999999999997,65.46536707079773,59.840848058857574,54.10822690539397,99.99999999994999,66.08187134496782,100.0,91.92478060722351,0.9653706550598145,0.7294818758964539
,"{'ab dienstag wird es nach auflösung von zum teil zähen nebelfeldern langsam wieder freundlicher und wärmer .', '01April_2011_Friday_tagesschau-3388'}",58.82352941176469,54.23261445466402,48.99973050296443,42.818185319516076,47.058823529411775,29.70442628930023,22.743660195259537,17.026024721767097,65.66303651498578,39.47234906132393,87.078195810318,85.48712134361267,0.5523410439491272,0.5251246690750122
,"{'das hoch das sich vom atlantik bis nach süddeutschland erstreckt sorgt dafür dass sehr warme luft zu uns strömt .', '17September_2010_Friday_tagesschau-3412'}",34.99999999999999,23.508117299081356,14.534086179549238,0.0,19.999999999999996,10.259783520851542,0.0,0.0,39.1447368420384,16.75061622542128,78.3262550830841,70.36510109901428,0.5508856773376465,0.4511758089065552
,"{'liebe zuschauer guten abend .', '17September_2010_Friday_tagesschau-3413'}",8.98657928234443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.412177985952118,0.0,64.9007260799408,63.219279050827026,0.1568397879600525,0.07508572936058044
,"{'am samstag gibt es mehr wolken als sonne in der südosthälfte gebietsweise regen richtung westen einzelne schauer .', '23September_2010_Thursday_tagesschau-3448'}",69.59861353000653,60.52689036939955,49.72304117286192,41.38535737986232,55.55555555555555,40.42260417272215,27.335028453192308,0.0,73.27935222668192,38.88888888883889,85.72865128517151,83.96269679069519,0.60836261510849,0.5822245478630066
,"{'der wind bläst mäßig bis frisch mit starken bis stürmischen böen auf den bergen teilweise schwere sturmböen im süden und osten weht er schwach bis mäßig .', '01December_2011_Thursday_tagesschau-3473'}",59.25925925925925,50.07117441325405,43.129574938821904,37.63278728427449,44.44444444444444,32.02563076101743,20.16949960698223,13.597796343834903,59.246467817833235,42.84179425188706,87.94311881065369,83.99956226348877,0.6026684045791626,0.6056678295135498
,"{'25September_2010_Saturday_tagesschau-3489', 'am montag verbreitet regen im norden und osten dazu zeitweise stürmische böen an der ostsee dazu weht der wind mäßig bis frisch aus süd bis südwest .'}",25.925925925925927,19.971489650509266,14.72211826178999,10.738037495669008,11.111111111111109,0.0,0.0,0.0,26.843774781862013,7.541801980675849,75.1035988330841,67.27901101112366,0.40640372037887573,0.3274921476840973
,"{'und nun die wettervorhersage für morgen samstag den zwölften dezember .', '11December_2009_Friday_tagesschau-3504'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,54.54545454545453,40.45199174779453,26.295358943292957,0.0,99.99999999994999,47.40454740448881,100.0,90.96678495407104,0.9539278745651245,0.7104108333587646
,"{'die teilweise kräftigen regenfälle breiten sich heute nacht von westen aus .', '11November_2010_Thursday_tagesschau-3564'}",33.333333333333336,17.40776559556979,0.0,0.0,8.333333333333332,0.0,0.0,0.0,35.77712609964235,9.157509157440758,79.55290079116821,75.93029141426086,0.6259324550628662,0.5501130819320679
,"{'im norden lockert es später wieder auf an der nordsee sind einzelne gewitter möglich .', '11November_2010_Thursday_tagesschau-3565'}",58.344887936196514,42.70408529483113,29.065191367626504,20.571127493069756,24.94685293417648,18.25922669872437,0.0,0.0,49.61389961386312,25.75291125681663,80.34058213233948,75.05511045455933,0.4979684352874756,0.5484124422073364
,"{'28January_2013_Monday_tagesschau-3624', 'der wind weht heute nacht schwach bis mäßig im norden teilweise frisch mit starken bis stürmischen böen auf den bergen orkanartige böen .'}",43.478260869565226,31.434730673096574,21.11268150170346,14.72821272412462,17.391304347826082,8.89108448948774,0.0,0.0,44.4006136313286,18.10714952392906,78.21558713912964,74.08693432807922,0.4361172914505005,0.4129178524017334
,"{'an der ostsee macht sich ein tief über der ostsee mit schnee und regen bemerkbar .', '02December_2010_Thursday_tagesschau-3631'}",43.74999999999999,34.15650255319867,29.24017738212866,24.903286388467727,31.250000000000007,28.867513459481295,26.137897928735523,22.894156860669913,48.07692307685468,34.73373871376897,80.86533546447754,81.72633647918701,0.28280675411224365,0.29900845885276794
,"{'22April_2010_Thursday_tagesschau-3736', 'am wochenende scheint meist die sonne und es wird deutlich wärmer .'}",91.66666666666667,86.60254037844388,80.67143230122723,76.91605673134588,74.99999999999997,58.3874208121142,32.4249658624014,0.0,91.66666666661666,43.31480876097509,97.8983998298645,93.5454249382019,0.8403679728507996,0.7547831535339355
,"{'22April_2010_Thursday_tagesschau-3738', 'auch am montag noch einzelne schauer und gewitter sonst wird es wolkiger aber es bleibt auf jeden fall warm .'}",47.3389387033782,29.288043954557544,20.168085997671678,0.0,49.99999999999999,32.4442842261525,22.69923887086071,0.0,36.85228343329684,35.85032640145262,78.23628187179565,77.56407260894775,0.4216659665107727,0.3703716993331909
,"{'05May_2011_Thursday_heute-3747', 'dazu weht ein schwacher bis mäßiger südwestwind .'}",49.99999999999999,26.726124191242434,0.0,0.0,24.999999999999996,18.898223650461357,0.0,0.0,52.86549707596199,27.47252747245908,85.5319082736969,83.27366709709167,0.7731837630271912,0.7031068205833435
,"{'19November_2009_Thursday_tagesschau-3781', 'und nun die wettervorhersage für morgen freitag den zwanzigsten november .'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,83.66600265340763,72.99198566479815,61.79654585112238,99.99999999994999,90.9090909090409,100.0,95.98807096481323,0.9637573957443237,0.8619102835655212
,"{'19September_2010_Sunday_tagesschau-3802', 'im süden weht der wind nur schwach im norden mäßig bis frisch an den küsten stark mit stürmischen böen .'}",57.31115271545876,44.448623552186525,33.00261915292878,24.257265980446544,38.7318589391276,22.942773176115708,0.0,0.0,58.1378299119934,36.85228343329684,87.42597699165344,78.01132798194885,0.6842573285102844,0.6165328025817871
,"{'aber sonst bleibt es wechselhaft auch im osten und südosten deutschlands geht es unbeständig weiter mit dem tief über russland .', '14April_2010_Wednesday_tagesschau-3809'}",42.85714285714285,20.701966780270627,0.0,0.0,28.57142857142857,0.0,0.0,0.0,36.05192606173747,21.082621082551956,78.78736853599548,74.43784475326538,0.2657717168331146,0.326067179441452
,"{'die kaltfront eines tiefs bei island überquert deutschland mit regenwolken ostwärts .', '14February_2010_Sunday_tagesschau-3834'}",16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88856304978898,0.0,72.12883830070496,67.897629737854,0.25712302327156067,0.1334747076034546
,"{'25June_2010_Friday_tagesschau-3877', 'das hoch das von großbritannien nach deutschland zieht sorgt am wochenende auch für viel sonnenschein und steigende temperaturen .'}",47.368421052631575,32.4442842261525,0.0,0.0,36.84210526315789,20.232565955562798,0.0,0.0,43.18020644545744,27.607883112410452,78.63951921463013,76.71864628791809,0.5092520713806152,0.42289507389068604
,"{'25June_2010_Friday_tagesschau-3879', 'auch in der zweiten nachthälfte lässt der regen im südosten langsam nach sonst wird es immer wolkiger .'}",32.918733745746096,12.802827473168948,0.0,0.0,29.82797722714566,12.530256737403928,0.0,0.0,25.342874180050256,15.702718334258565,75.3796637058258,75.48975944519043,0.45543479919433594,0.42183583974838257
,"{'25June_2010_Friday_tagesschau-3880', 'bei längerem aufklaren bildet sich stellenweise nebel .'}",29.52290954631343,19.961130092025538,0.0,0.0,20.072303569462136,12.388894728896249,0.0,0.0,31.941031941034236,17.20191952749895,75.77670216560364,74.3405282497406,0.4794618487358093,0.4679926633834839
,"{'morgen scheint verbreitet die sonne hier und da ein paar dünne schleierwolken .', '25June_2010_Friday_tagesschau-3881'}",62.204279126988695,55.21409593968608,49.62987046169443,46.040771186435805,61.07097367830395,34.81581168743924,0.0,0.0,70.85794655412838,47.274749721886,86.07503175735474,81.6135585308075,0.5624333620071411,0.470520555973053
,"{'25June_2010_Friday_tagesschau-3882', 'im süden vor allem von bayerischen wald bis zu den alpen gibt es am nachmittag einzelne schauer .'}",74.56994306786414,68.63104266407213,64.10453528977476,61.32543594343265,38.888888888888886,26.196841599779198,16.247727570233458,0.0,78.51359167144768,22.222222222172224,93.02553534507751,79.33558225631714,0.5658041834831238,0.4202386140823364
,"{'es gelten entsprechende unwetterwarnungen des deutschen wetterdienstes .', '17June_2010_Thursday_tagesschau-3903'}",100.00000000000004,100.00000000000004,100.00000000000004,100.00000000000004,37.5,23.145502494313785,0.0,0.0,99.99999999994999,27.47252747245908,100.0,90.43043255805969,0.9206047654151917,0.7179349064826965
,"{'am montag abend ziehen dann von westen wieder dichtere wolken mit regen heran .', '05June_2010_Saturday_tagesschau-3925'}",21.42857142857143,0.0,0.0,0.0,14.285714285714283,0.0,0.0,0.0,15.55828220852191,7.905982905913778,71.89261317253113,73.39891195297241,0.3843209147453308,0.373915433883667
,"{'in der nacht klart es verbreitet auf .', '05June_2010_Saturday_tagesschau-3926'}",55.156056411537236,26.369638640452393,0.0,0.0,37.5,23.145502494313785,0.0,0.0,58.42062852534542,24.999999999950003,80.39912581443787,74.09180998802185,0.6029061079025269,0.3501816391944885
,"{'am dienstag besonders im osten längere freundliche abschnitte aber auch dort wieder schauer und gewitter .', '05June_2010_Saturday_tagesschau-3932'}",74.99999999999997,63.245553203367585,48.528550064051736,36.41410562218426,46.97065314067378,34.30251502119722,0.0,0.0,74.99999999994999,48.39604839600472,90.99772572517395,86.55269742012024,0.7429080009460449,0.6116824746131897
,"{'24March_2011_Thursday_tagesschau-3937', 'in der nacht ist es im norden und nordosten wolkig an der ostsee kann es etwas regnen .'}",57.80863421096899,47.45229024504729,37.62203628100053,24.072824011291072,55.55555555555555,47.82867026529596,38.52762227182799,24.848852650155177,59.37278386253539,55.555555555505556,83.42676758766174,82.36590623855591,0.6704813241958618,0.5897699594497681
,"{'sonst meist wolkenverhangen und meist nur locker bewölkt .', '24March_2011_Thursday_tagesschau-3938'}",44.44444444444444,33.333333333333336,0.0,0.0,22.22222222222222,16.666666666666668,0.0,0.0,49.52380952374046,24.82435597183287,82.26436972618103,74.98804926872253,0.5556103587150574,0.42033296823501587
,"{'08April_2010_Thursday_tagesschau-3950', 'sonst gibt es noch viele wolken aber nur vereinzelt ein paar tropfen .'}",42.736665168106896,18.159590803171504,0.0,0.0,30.769230769230774,0.0,0.0,0.0,36.93584294672973,23.076923076873076,75.41747689247131,75.03104209899902,0.39956581592559814,0.3779623508453369
,"{'08April_2010_Thursday_tagesschau-3957', 'morgen temperaturen von neun grad an der ostsee bis siebzehn grad im breisgau .'}",86.6877899750182,83.28693459685675,81.99254661903345,81.18430797997962,79.80538111748766,63.25326016834167,49.889350123092484,32.018608587234525,92.5146198830054,61.9218826605227,95.52977681159973,92.21345782279968,0.766557514667511,0.7294636368751526
,"{'08April_2010_Thursday_tagesschau-3961', 'die neue woche beginnt wechselhaft und kühl .'}",68.14506851874795,55.0695314903184,42.859058784732404,33.27714551776234,68.14506851874795,47.69161324512283,38.940039153570254,30.9678733158773,75.9259259259004,65.07936507933955,90.14887809753418,89.77640867233276,0.6977864503860474,0.6408381462097168
,"{'24April_2010_Saturday_tagesschau-3967', 'am tag scheint verbreitet die sonne im süden und westen ist es ab und an wolkig .'}",64.70588235294115,60.32997499048823,57.90130331749079,55.81600587827485,47.058823529411775,34.29971702850177,25.032637112775845,18.295654224495205,66.54456654451086,25.336293587501917,83.85637402534485,77.99179553985596,0.6141186952590942,0.5024235248565674
,"{'24April_2010_Saturday_tagesschau-3971', 'dort sowie in den südlichen mittelgebirgen ist bodenfrost möglich .'}",70.00000000000003,62.360956446232365,52.636329980469824,37.99178428257963,30.000000000000004,0.0,0.0,0.0,73.27935222666127,21.693121693055346,86.93702816963196,80.3609311580658,0.681973397731781,0.47656625509262085
,"{'im süden schwacher bis mäßiger im norden frischer bis starker wind mit einzelnen stürmischen böen an der ostsee und auf den bergen orkanartige böen .', '08January_2010_Friday_tagesschau-3981'}",69.17683961896726,49.924083719622914,37.33907298557547,30.880834756422622,42.27473532270221,26.01830100814039,14.141194123136984,0.0,66.61546338961098,43.104123369732065,84.92394089698792,75.08458495140076,0.6621814370155334,0.5615507364273071
,"{'die regenwolken breiten sich heute nacht von westen aus .', '04May_2011_Wednesday_heute-3991'}",30.000000000000004,18.25741858350554,0.0,0.0,10.000000000000002,0.0,0.0,0.0,29.99999999995,10.468478889472152,76.89301371574402,75.62857270240784,0.30344128608703613,0.3066527247428894
