text_ids,video_ids,same_indices,random_indices,same_scores_i2t,different_scores_i2t
My husband is in the United States and he likes Chinese food.,S001574_P0008_T00,"(230, 230)","[319, 1124]",82.70326805114746,56.11500263214111
The waiter said that the black hat is very suitable for me.,S001610_P0004_T00,"(231, 231)","[770, 1143]",51.85176420211792,46.377129554748535
The waiter said that the black hat is very suitable for me.,S001610_P0005_T00,"(232, 232)","[91, 605]",51.85176420211792,28.197371006011963
I will go to the supermarket to buy bread for grandpa tomorrow.,S001625_P0005_T00,"(233, 233)","[519, 501]",87.87829303741455,30.873563766479492
Many organs of the human body may be cancerous.,S001641_P0000_T00,"(234, 234)","[968, 241]",68.78937149047852,32.041748046875
Many organs of the human body may be cancerous.,S001641_P0004_T00,"(235, 235)","[729, 229]",68.78937149047852,44.77392864227295
Surgical treatment is a more effective method for treating cataracts.,S001656_P0004_T00,"(236, 236)","[111, 1100]",53.48033618927002,35.667598724365234
Surgical treatment is a more effective method for treating cataracts.,S001656_P0005_T00,"(237, 237)","[782, 67]",53.48033618927002,34.29728031158447
"Because I was very busy during the day, I was mostly done in bed most of the time when I was going to bed at night.",S001667_P0000_T00,"(238, 238)","[747, 700]",59.35952949523926,42.548914432525635
"Because I was very busy during the day, I was mostly done in bed most of the time when I was going to bed at night.",S001667_P0005_T00,"(239, 239)","[972, 836]",59.35952949523926,49.48330545425415
"An old man was slowly passing through the zebra crossing, but the driver waiting impatiently pressed the speaker.",S001685_P0000_T00,"(240, 240)","[908, 402]",73.1724624633789,34.04104280471802
Zebra crossing is a living line for pedestrians.,S001687_P0000_T00,"(241, 241)","[795, 676]",64.86199855804443,43.429081439971924
Zebra crossing is a living line for pedestrians.,S001687_P0005_T00,"(242, 242)","[466, 831]",64.86199855804443,36.9656925201416
Many laptops are currently built -in Bluetooth function.,S001702_P0000_T00,"(243, 243)","[61, 534]",72.81054496765137,28.76969051361084
Many laptops are currently built -in Bluetooth function.,S001702_P0004_T00,"(244, 244)","[115, 268]",72.81054496765137,46.76930475234985
The teacher finally introduced the design principle and implementation process of developing the Bluetooth data terminal.,S001705_P0004_T00,"(245, 245)","[890, 199]",58.80828857421875,33.886306285858154
The teacher finally introduced the design principle and implementation process of developing the Bluetooth data terminal.,S001705_P0005_T00,"(246, 246)","[920, 103]",58.80828857421875,53.18119716644287
The company is gradually improving the confidentiality and security of Bluetooth.,S001711_P0000_T00,"(247, 247)","[716, 775]",65.23013114929199,32.31419086456299
The company is gradually improving the confidentiality and security of Bluetooth.,S001711_P0005_T00,"(248, 248)","[1158, 593]",65.23013114929199,42.18876266479492
Close some of the unnecessary procedures can help us save traffic.,S001717_P0000_T00,"(249, 249)","[699, 987]",75.17555236816406,47.443535804748535
Close some of the unnecessary procedures can help us save traffic.,S001717_P0005_T00,"(250, 250)","[1139, 889]",75.17555236816406,45.67504405975342
"The doctor measured my body temperature and pulse, and checked my body.",S001735_P0004_T00,"(251, 251)","[733, 118]",87.42054557800293,37.903390884399414
"The doctor measured my body temperature and pulse, and checked my body.",S001735_P0005_T00,"(252, 252)","[583, 80]",87.42054557800293,38.315035820007324
"A copy of the legal person identity of the Shanghai company, 6 resumes, and photos.",S001743_P0000_T00,"(253, 253)","[141, 711]",73.80010032653809,37.73471546173096
"A copy of the legal person identity of the Shanghai company, 6 resumes, and photos.",S001743_P0004_T00,"(254, 254)","[476, 626]",73.80010032653809,40.575735092163086
Everyone will encounter moving things in life.,S001747_P0000_T00,"(255, 255)","[899, 337]",73.46907806396484,36.297786712646484
Everyone will encounter moving things in life.,S001747_P0004_T00,"(256, 256)","[658, 406]",73.46907806396484,50.29445219039917
Isn't it a role model for our stubborn and hard -working athletes?,S001754_P0000_T00,"(257, 257)","[569, 185]",74.0168342590332,46.8476676940918
Isn't it a role model for our stubborn and hard -working athletes?,S001754_P0004_T00,"(258, 258)","[168, 250]",74.0168342590332,48.54901838302612
Don't be a bad example for your brother!,S001759_P0005_T00,"(259, 259)","[1023, 481]",62.42690944671631,18.01275873184204
Doing this is the most secure.,S001769_P0004_T00,"(260, 260)","[13, 243]",83.89051818847656,34.32252788543701
Doing this is the most secure.,S001769_P0005_T00,"(261, 261)","[516, 524]",83.89051818847656,40.84699630737305
"He saw the bandaged son on the bed, and felt anxious.",S001788_P0000_T00,"(262, 262)","[837, 584]",67.10578155517578,46.025299072265625
"He saw the bandaged son on the bed, and felt anxious.",S001788_P0005_T00,"(263, 263)","[734, 708]",67.10578155517578,42.74886894226074
"His laptop has a virus in his computer, and he can't open it at all.",S001798_P0000_T00,"(264, 264)","[96, 901]",63.26279640197754,35.44043731689453
"His laptop has a virus in his computer, and he can't open it at all.",S001798_P0005_T00,"(265, 265)","[914, 1096]",63.26279640197754,31.926498413085938
He has always had high standards for himself.,S001808_P0000_T00,"(266, 266)","[630, 220]",72.84040546417236,30.17834758758545
"Your pronunciation is not standard enough, you need to practice more.",S001813_P0000_T00,"(267, 267)","[784, 247]",56.70603084564209,61.475799560546875
"Your pronunciation is not standard enough, you need to practice more.",S001813_P0005_T00,"(268, 268)","[708, 828]",56.70603084564209,46.04913806915283
Each product made by Master Wang is above the standard line.,S001815_P0000_T00,"(269, 269)","[875, 1129]",68.86633586883545,43.90734672546387
He is very suitable for my mate selection criteria.,S001822_P0000_T00,"(270, 270)","[1013, 80]",73.46525955200195,49.454402923583984
He is very suitable for my mate selection criteria.,S001822_P0004_T00,"(271, 271)","[163, 1042]",73.46525955200195,34.016319274902344
"The wound has not been cured, don't be infected.",S001841_P0004_T00,"(272, 272)","[1016, 271]",75.16265487670898,57.161014556884766
"The wound has not been cured, don't be infected.",S001841_P0005_T00,"(273, 273)","[872, 646]",75.16265487670898,40.21631097793579
The motherland shows the scene of Vientiane updates everywhere.,S001851_P0005_T00,"(274, 274)","[1115, 838]",76.17742443084717,43.72819709777832
Cultural exchanges are a bridge to communicate with each other.,S001874_P0000_T00,"(275, 275)","[219, 506]",74.69261074066162,30.24665355682373
Cultural exchanges are a bridge to communicate with each other.,S001874_P0004_T00,"(276, 276)","[648, 554]",74.69261074066162,34.680166244506836
Let me take a good rest. The weather changes impermanence. It is estimated that it will rain.,S001882_P0004_T00,"(277, 277)","[56, 112]",81.2258710861206,32.90132713317871
Let me take a good rest. The weather changes impermanence. It is estimated that it will rain.,S001882_P0005_T00,"(278, 278)","[329, 79]",81.2258710861206,40.83867835998535
The plot arrangement of the drama and script is not fixed.,S001891_P0000_T00,"(279, 279)","[1174, 255]",58.9057674407959,22.98620367050171
The plot arrangement of the drama and script is not fixed.,S001891_P0004_T00,"(280, 280)","[604, 159]",58.9057674407959,45.494425773620605
"We have not had a fixed classroom in class. Today, here will become there tomorrow.",S001894_P0000_T00,"(281, 281)","[798, 960]",82.20869064331055,41.03076219558716
"We have not had a fixed classroom in class. Today, here will become there tomorrow.",S001894_P0004_T00,"(282, 282)","[813, 436]",82.20869064331055,36.490060806274414
"I picked up a bus card, and this card had been lost by others.",S001900_P0004_T00,"(283, 283)","[125, 802]",61.11238670349121,54.707603931427
"I picked up a bus card, and this card had been lost by others.",S001900_P0005_T00,"(284, 284)","[491, 885]",61.11238670349121,30.860355854034424
"Please fill in this loss application form one by one, we will check carefully.",S001902_P0000_T00,"(285, 285)","[147, 317]",75.73610591888428,38.027719497680664
"Please fill in this loss application form one by one, we will check carefully.",S001902_P0005_T00,"(286, 286)","[978, 886]",75.73610591888428,38.71232461929321
"I like to listen to thrilling stories, but sometimes the more they listen to.",S001923_P0004_T00,"(287, 287)","[1038, 122]",68.84525394439697,48.22346353530884
"I like to listen to thrilling stories, but sometimes the more they listen to.",S001923_P0005_T00,"(288, 288)","[186, 734]",68.84525394439697,40.88926696777344
"I walked into the office with a disturbing mood, afraid of being blamed by the boss.",S001927_P0000_T00,"(289, 289)","[708, 347]",71.48375225067139,55.25412845611572
"I walked into the office with a disturbing mood, afraid of being blamed by the boss.",S001927_P0005_T00,"(290, 290)","[576, 162]",71.48375225067139,42.02620887756348
"During this time, I have to focus on preparing the final exam.",S001954_P0000_T00,"(291, 291)","[1162, 331]",73.82952690124512,37.808722496032715
"During this time, I have to focus on preparing the final exam.",S001954_P0004_T00,"(292, 292)","[766, 78]",73.82952690124512,41.166422843933105
"Under the disparate situation of the Chinese People's Liberation Army, it adopted the tactics such as concentrated forces to destroy the war, and finally won the victory of the war.",S001960_P0004_T00,"(293, 293)","[162, 1005]",62.676347732543945,39.342896461486816
"Under the disparate situation of the Chinese People's Liberation Army, it adopted the tactics such as concentrated forces to destroy the war, and finally won the victory of the war.",S001960_P0005_T00,"(294, 294)","[688, 176]",62.676347732543945,39.08080768585205
"The reform of government agencies must not only streamlined extra personnel, but also reduce overlap institutions.",S001965_P0000_T00,"(295, 295)","[756, 904]",72.03887844085693,31.887685775756836
"The reform of government agencies must not only streamlined extra personnel, but also reduce overlap institutions.",S001965_P0005_T00,"(296, 296)","[185, 527]",72.03887844085693,26.890355110168457
my country's imports have decreased this year.,S001969_P0000_T00,"(297, 297)","[1157, 754]",69.69066047668457,37.72580337524414
"The living conditions at home are good, and grandma still maintains a good habit of diligence and thrift.",S001975_P0000_T00,"(298, 298)","[436, 846]",86.67717742919922,35.75375556945801
"The living conditions at home are good, and grandma still maintains a good habit of diligence and thrift.",S001975_P0004_T00,"(299, 299)","[171, 1173]",86.67717742919922,36.130796909332275
"Water resources are precious, we must save water.",S001978_P0000_T00,"(300, 300)","[702, 1170]",89.3630199432373,37.81209707260132
"Water resources are precious, we must save water.",S001978_P0005_T00,"(301, 301)","[765, 1081]",89.3630199432373,37.469529151916504
His mother was frugal and grew up to raise them.,S001981_P0000_T00,"(302, 302)","[358, 802]",62.168739318847656,40.328246116638184
"Shunfeng ship should have a smooth sailing, but the wind is too large and the boat can't help this toss.",S001996_P0004_T00,"(303, 303)","[207, 983]",66.14008522033691,41.10131788253784
"Shunfeng ship should have a smooth sailing, but the wind is too large and the boat can't help this toss.",S001996_P0005_T00,"(304, 304)","[935, 615]",66.14008522033691,39.23739671707153
"Words must be believed, and it is necessary to make actions. It is the basic criterion for our school teachers and students.",S002001_P0007_T00,"(305, 305)","[1065, 482]",78.25117683410645,49.327871322631836
The army does not have strict discipline and order prohibition.,S002004_P0000_T00,"(306, 306)","[131, 535]",64.38037872314453,43.16670227050781
The army does not have strict discipline and order prohibition.,S002004_P0005_T00,"(307, 307)","[312, 551]",64.38037872314453,40.27331829071045
Public places are prohibited from smoking.,S002007_P0000_T00,"(308, 308)","[23, 974]",59.23860549926758,45.68827533721924
Public places are prohibited from smoking.,S002007_P0007_T00,"(309, 309)","[180, 1102]",59.23860549926758,32.56587886810303
We cannot reject others' good -looking criticism.,S002009_P0000_T00,"(310, 310)","[379, 110]",65.90631484985352,44.87250232696533
We cannot reject others' good -looking criticism.,S002009_P0005_T00,"(311, 311)","[634, 849]",65.90631484985352,32.147324562072754
"She really loves another person, otherwise she will not refuse you.",S002018_P0005_T00,"(312, 312)","[1132, 943]",68.97416877746582,50.86486577987671
"The rainy season is coming, and the flood prevention work begins.",S002025_P0000_T00,"(313, 313)","[829, 414]",85.97697448730469,41.70720624923706
"The rainy season is coming, and the flood prevention work begins.",S002025_P0005_T00,"(314, 314)","[406, 863]",85.97697448730469,37.582151889801025
"After graduating, he joined the army and started his military career.",S002026_P0000_T00,"(315, 315)","[184, 636]",71.90296745300293,34.03583908081055
"After graduating, he joined the army and started his military career.",S002026_P0005_T00,"(316, 316)","[835, 98]",71.90296745300293,26.700729608535767
"Although they divorce, they still feel the mood, and it seems that there is a possibility of remarriage.",S002043_P0000_T00,"(317, 317)","[1010, 844]",63.120737075805664,27.9351704120636
"Although they divorce, they still feel the mood, and it seems that there is a possibility of remarriage.",S002043_P0007_T00,"(318, 318)","[166, 100]",63.120737075805664,45.402063846588135
"If people do not understand each other, how can they learn to respect each other silently?",S002053_P0005_T00,"(319, 319)","[340, 703]",86.73165130615234,45.8240327835083
"If people do not understand each other, how can they learn to respect each other silently?",S002053_P0007_T00,"(320, 320)","[95, 1080]",86.73165130615234,32.81030035018921
"Tolerance makes us understand each other, trust each other, and love each other.",S002062_P0000_T00,"(321, 321)","[270, 566]",65.61255645751953,37.926799297332764
"Tolerance makes us understand each other, trust each other, and love each other.",S002062_P0007_T00,"(322, 322)","[757, 606]",65.61255645751953,32.78034973144531
"They have divorced, but they still keep in touch.",S002063_P0000_T00,"(323, 323)","[917, 60]",67.44871997833252,46.687103271484375
Pay attention to the connection between the following and above.,S002067_P0000_T00,"(324, 324)","[837, 297]",70.99971580505371,38.479629039764404
Pay attention to the connection between the following and above.,S002067_P0007_T00,"(325, 325)","[401, 602]",70.99971580505371,38.22763395309448
"He studied thirsty, from classical works to popular novels.",S002085_P0005_T00,"(326, 326)","[771, 617]",57.97274208068848,40.06613731384277
"He studied thirsty, from classical works to popular novels.",S002085_P0007_T00,"(327, 327)","[751, 629]",57.97274208068848,40.67269325256348
Bring extraordinary popular information to readers' home life.,S002086_P0005_T00,"(328, 328)","[816, 338]",53.14088582992554,36.15343761444092
Bring extraordinary popular information to readers' home life.,S002086_P0007_T00,"(329, 329)","[522, 1148]",53.14088582992554,46.163493156433105
"As soon as he heard the news of his admission, his emotions suddenly became excited.",S002092_P0000_T00,"(330, 330)","[46, 1074]",72.25280857086182,38.524463176727295
"As soon as he heard the news of his admission, his emotions suddenly became excited.",S002092_P0007_T00,"(331, 331)","[353, 1174]",72.25280857086182,28.36859655380249
It is not difficult to imagine how exciting my brother was when he received an admission notice from Tsinghua University.,S002093_P0005_T00,"(332, 332)","[830, 339]",63.471739768981934,46.4282922744751
It is not difficult to imagine how exciting my brother was when he received an admission notice from Tsinghua University.,S002093_P0007_T00,"(333, 333)","[407, 482]",63.471739768981934,33.03198432922363
Criminals have not succeeded with their attempts to escape.,S002118_P0000_T00,"(334, 334)","[269, 459]",74.24029731750488,39.367950439453125
Criminals have not succeeded with their attempts to escape.,S002118_P0005_T00,"(335, 335)","[856, 148]",74.24029731750488,44.83953094482422
He did not make a stupid work for half an hour by hand.,S002122_P0005_T00,"(336, 336)","[385, 478]",59.45395088195801,58.51356220245361
He did not make a stupid work for half an hour by hand.,S002122_P0007_T00,"(337, 337)","[255, 1]",59.45395088195801,33.02821588516235
"As soon as the mother went home, she did it without rest.",S002128_P0000_T00,"(338, 338)","[317, 959]",80.13193416595459,44.82132625579834
"As soon as the mother went home, she did it without rest.",S002128_P0005_T00,"(339, 339)","[847, 1076]",80.13193416595459,41.638115882873535
"She likes to imitate the singer singing, and it is very good.",S002132_P0005_T00,"(340, 340)","[58, 642]",72.58095359802246,39.922632694244385
"She likes to imitate the singer singing, and it is very good.",S002132_P0007_T00,"(341, 341)","[237, 1154]",72.58095359802246,57.86442852020264
Children always like to imitate adults' actions.,S002133_P0000_T00,"(342, 342)","[1161, 578]",84.04572868347168,24.916121006011963
Children always like to imitate adults' actions.,S002133_P0005_T00,"(343, 343)","[998, 962]",84.04572868347168,34.47242450714111
"If you don't study hard, you will be at a disadvantage in competition.",S002143_P0000_T00,"(344, 344)","[335, 48]",71.51767826080322,40.07029628753662
"If you don't study hard, you will be at a disadvantage in competition.",S002143_P0007_T00,"(345, 345)","[601, 251]",71.51767826080322,44.6777982711792
"My brother got the manager's emphasis on the manager, and his work was harder.",S002149_P0000_T00,"(346, 346)","[602, 431]",69.49642372131348,35.04678678512573
"My brother got the manager's emphasis on the manager, and his work was harder.",S002149_P0005_T00,"(347, 347)","[513, 759]",69.49642372131348,43.57007598876953
"In artificially, this project is what everyone strives to come.",S002150_P0000_T00,"(348, 348)","[598, 853]",59.95293426513672,45.454044342041016
"In artificially, this project is what everyone strives to come.",S002150_P0005_T00,"(349, 349)","[443, 616]",59.95293426513672,37.55116319656372
"Due to the tacit understanding, they won the championship in the men's table tennis doubles.",S002162_P0000_T00,"(350, 350)","[145, 157]",65.47040367126465,25.865571975708008
"Due to the tacit understanding, they won the championship in the men's table tennis doubles.",S002162_P0007_T00,"(351, 351)","[570, 475]",65.47040367126465,30.47994327545166
The cadres in our class are very interested and can cooperate with each other at work.,S002164_P0000_T00,"(352, 352)","[643, 136]",75.17618656158447,34.68537998199463
The cadres in our class are very interested and can cooperate with each other at work.,S002164_P0007_T00,"(353, 353)","[1022, 964]",75.17618656158447,31.915596961975098
"In life, my mother and dad are well cooperated, and our family is always filled with a warm and harmonious atmosphere.",S002167_P0000_T00,"(354, 354)","[883, 762]",75.21375751495361,46.53340816497803
"In life, my mother and dad are well cooperated, and our family is always filled with a warm and harmonious atmosphere.",S002167_P0007_T00,"(355, 355)","[680, 520]",75.21375751495361,37.88138771057129
Senior students should not bully young students.,S002176_P0000_T00,"(356, 356)","[1106, 927]",76.19833278656006,37.07959032058716
Senior students should not bully young students.,S002176_P0005_T00,"(357, 357)","[467, 607]",76.19833278656006,36.45350456237793
The content of the declaration should be concise and signed by the applicant or its entrusted agent.,S002198_P0000_T00,"(358, 358)","[51, 403]",67.39179611206055,39.15717792510986
The content of the declaration should be concise and signed by the applicant or its entrusted agent.,S002198_P0005_T00,"(359, 359)","[159, 491]",67.39179611206055,41.103163719177246
He took the test paper home and asked his father to sign it on it.,S002199_P0005_T00,"(360, 360)","[1078, 122]",73.28645706176758,41.67873764038086
He took the test paper home and asked his father to sign it on it.,S002199_P0007_T00,"(361, 361)","[314, 1173]",73.28645706176758,21.626003980636597
"We have always emphasized self -reliance, but we do not exclude foreign aid.",S002202_P0005_T00,"(362, 362)","[238, 957]",69.84158515930176,39.58314895629883
"We have always emphasized self -reliance, but we do not exclude foreign aid.",S002202_P0007_T00,"(363, 363)","[345, 198]",69.84158515930176,34.26739311218262
It emphasizes both the market and the organization of operations is almost invincible.,S002208_P0000_T00,"(364, 364)","[1038, 60]",76.24270629882812,37.900310039520264
It emphasizes both the market and the organization of operations is almost invincible.,S002208_P0005_T00,"(365, 365)","[1149, 862]",76.24270629882812,39.506234645843506
Everyone should work together and should understand each other. We must emphasize consistency and require the same difference.,S002210_P0005_T00,"(366, 366)","[252, 895]",73.56531524658203,34.8263578414917
Everyone should work together and should understand each other. We must emphasize consistency and require the same difference.,S002210_P0007_T00,"(367, 367)","[821, 360]",73.56531524658203,37.55289554595947
"Parents should take a look, if your child is sick, whether the company allows you to take a paid for leave.",S002217_P0000_T00,"(368, 368)","[906, 678]",83.07013893127441,41.89738082885742
"Parents should take a look, if your child is sick, whether the company allows you to take a paid for leave.",S002217_P0005_T00,"(369, 369)","[125, 909]",83.07013893127441,38.648681640625
The young man lacked vitality and gave people a feeling of twilight.,S002228_P0000_T00,"(370, 370)","[154, 535]",69.7575044631958,35.335201263427734
The young man lacked vitality and gave people a feeling of twilight.,S002228_P0005_T00,"(371, 371)","[357, 1001]",69.7575044631958,31.61628770828247
"When you are happy, friends will know us. We will know our friends when they are in trouble.",S002239_P0005_T00,"(372, 372)","[7, 374]",83.38813018798828,53.94331073760986
The most difficult thing in life is to know yourself.,S002240_P0000_T00,"(373, 373)","[752, 776]",81.48560333251953,38.8974289894104
The most difficult thing in life is to know yourself.,S002240_P0005_T00,"(374, 374)","[350, 162]",81.48560333251953,35.7273063659668
It is very important to correctly understand self and improve yourself in adversity.,S002245_P0000_T00,"(375, 375)","[433, 898]",65.73971557617188,46.56716060638428
It is very important to correctly understand self and improve yourself in adversity.,S002245_P0007_T00,"(376, 376)","[14, 616]",65.73971557617188,28.17303466796875
"We must not only summarize experience from success, but also learn lessons from failure.",S002256_P0005_T00,"(377, 377)","[151, 669]",81.62320327758789,43.703450202941895
"We must not only summarize experience from success, but also learn lessons from failure.",S002256_P0007_T00,"(378, 378)","[162, 350]",81.62320327758789,43.106807708740234
The most failed to be a teacher is to make students always feel indifferent in the classroom.,S002261_P0007_T00,"(379, 379)","[1133, 1000]",72.75668525695801,42.08010196685791
"After several failures, the experiment was finally successful. Everyone was ecstatic and rushed to tell each other.",S002264_P0000_T00,"(380, 380)","[918, 175]",63.038679122924805,44.44906139373779
"After several failures, the experiment was finally successful. Everyone was ecstatic and rushed to tell each other.",S002264_P0007_T00,"(381, 381)","[960, 634]",63.038679122924805,39.25318145751953
Analyze the hidden dangers of accidents in clinical applications of infusion pumps and countermeasures.,S002269_P0000_T00,"(382, 382)","[75, 944]",69.10790348052979,36.69820976257324
Analyze the hidden dangers of accidents in clinical applications of infusion pumps and countermeasures.,S002269_P0005_T00,"(383, 383)","[728, 992]",69.10790348052979,36.30300045013428
"Some children are afraid of infusion, and they kept crying.",S002274_P0005_T00,"(384, 384)","[209, 918]",75.31411361694336,38.00648736953735
"Some children are afraid of infusion, and they kept crying.",S002274_P0007_T00,"(385, 385)","[693, 628]",75.31411361694336,47.106051445007324
The purpose of developing production is to improve the people's lives.,S002295_P0005_T00,"(386, 386)","[982, 832]",79.85280895233154,51.070377826690674
"Through the dictionary, we can preview strange words in advance.",S002299_P0000_T00,"(387, 387)","[422, 186]",65.14151763916016,39.8644905090332
Today the factory completed the production plan this year in advance.,S002303_P0005_T00,"(388, 388)","[210, 828]",82.00110244750977,25.214313745498657
"In order to complete the construction in advance, people fought day and night.",S002307_P0005_T00,"(389, 389)","[1120, 392]",75.2403736114502,38.53146266937256
"In order to complete the construction in advance, people fought day and night.",S002307_P0007_T00,"(390, 390)","[615, 616]",75.2403736114502,30.16992950439453
I like the old -fashioned black and white movie.,S002316_P0005_T00,"(391, 391)","[664, 1043]",74.1475715637207,28.912918090820312
I like the old -fashioned black and white movie.,S002316_P0007_T00,"(392, 392)","[229, 70]",74.1475715637207,30.244056701660156
"In order to go home earlier, I bought a ticket.",S002330_P0000_T00,"(393, 393)","[1062, 518]",63.053218841552734,36.075605392456055
"I am not convenient to answer the phone now, can I use SMS?",S002339_P0000_T00,"(394, 394)","[1029, 1090]",68.30908012390137,41.82849407196045
"I am not convenient to answer the phone now, can I use SMS?",S002339_P0007_T00,"(395, 395)","[58, 394]",68.30908012390137,41.041640281677246
Don't let me introduce the object every day.,S002347_P0000_T00,"(396, 396)","[805, 1001]",71.6345567703247,40.521254539489746
Scan this QR code to receive cash red envelopes.,S002370_P0000_T00,"(397, 397)","[568, 94]",80.07379531860352,42.67153739929199
Scan this QR code to receive cash red envelopes.,S002370_P0005_T00,"(398, 398)","[972, 714]",80.07379531860352,47.509151458740234
The QR code can also become a variety of patterns.,S002376_P0005_T00,"(399, 399)","[597, 358]",68.61247825622559,38.69758129119873
The QR code can also become a variety of patterns.,S002376_P0007_T00,"(400, 400)","[136, 129]",68.61247825622559,58.90226936340332
The QR code is really a great invention!,S002380_P0007_T00,"(401, 401)","[886, 362]",67.98053455352783,47.39658546447754
Laws will also exist loopholes.,S002390_P0000_T00,"(402, 402)","[995, 827]",66.99193382263184,29.685011863708496
We will contact you by text message.,S002397_P0005_T00,"(403, 403)","[960, 606]",73.96746063232422,38.869107246398926
We will contact you by text message.,S002397_P0007_T00,"(404, 404)","[328, 363]",73.96746063232422,43.186302185058594
I told him the good news by writing.,S002403_P0007_T00,"(405, 405)","[440, 941]",69.65810966491699,40.989659786224365
We will use spot checks for inspection.,S002410_P0000_T00,"(406, 406)","[227, 666]",74.2463788986206,41.60448360443115
We will use spot checks for inspection.,S002410_P0007_T00,"(407, 407)","[292, 901]",74.2463788986206,49.02294445037842
The car turning direction is returned.,S002420_P0005_T00,"(408, 408)","[596, 653]",61.463876724243164,47.94704532623291
You have to grasp the direction of your life.,S002421_P0005_T00,"(409, 409)","[267, 481]",59.05830097198486,33.99406909942627
The teacher took a get out of class ten minutes in advance.,S002430_P0005_T00,"(410, 410)","[436, 834]",52.7391242980957,33.52482604980469
The teacher took a get out of class ten minutes in advance.,S002430_P0007_T00,"(411, 411)","[152, 1082]",52.7391242980957,43.45992660522461
I will work until the last minute of life.,S002432_P0005_T00,"(412, 412)","[706, 7]",68.84174919128418,40.198076248168945
I will work until the last minute of life.,S002432_P0007_T00,"(413, 413)","[275, 413]",68.84174919128418,28.31717014312744
He could only calm down for a few minutes.,S002439_P0005_T00,"(414, 414)","[165, 1005]",70.46906280517578,39.47251224517822
"Within two minutes, I need to know all the information about him.",S002441_P0007_T00,"(415, 415)","[392, 373]",68.84019374847412,41.937678813934326
The shelf life of Babao porridge will not exceed one month.,S002443_P0007_T00,"(416, 416)","[499, 558]",62.795769691467285,29.675158500671387
"After listening to his speech, there was a confused expression on everyone's faces.",S002449_P0000_T00,"(417, 417)","[978, 491]",63.189857482910156,49.536213874816895
"After listening to his speech, there was a confused expression on everyone's faces.",S002449_P0005_T00,"(418, 418)","[298, 333]",63.189857482910156,55.9165735244751
"At this time, Xiao Wang, who was always careless, also showed a shy expression.",S002454_P0000_T00,"(419, 419)","[406, 1124]",74.25884914398193,35.99928855895996
"At this time, Xiao Wang, who was always careless, also showed a shy expression.",S002454_P0007_T00,"(420, 420)","[186, 344]",74.25884914398193,40.838725090026855
"Because I only stayed for one night, I just found a hotel nearby.",S002461_P0007_T00,"(421, 421)","[550, 197]",65.72836685180664,31.701045989990234
You'd better not leave your valuable items in the hotel.,S002470_P0007_T00,"(422, 422)","[1082, 371]",73.76386451721191,34.65288257598877
The hospital for hospitalization can generally be stored for thirty years.,S002476_P0005_T00,"(423, 423)","[716, 763]",67.17175769805908,58.31897830963135
The hospital for hospitalization can generally be stored for thirty years.,S002476_P0007_T00,"(424, 424)","[1026, 1157]",67.17175769805908,32.584083557128906
The medical records are prohibited and modified.,S002479_P0005_T00,"(425, 425)","[978, 22]",70.44266033172607,38.088515281677246
"This year, the government has strengthened subsidies for the poor.",S002486_P0000_T00,"(426, 426)","[176, 898]",74.15826606750488,31.05381488800049
"This year, the government has strengthened subsidies for the poor.",S002486_P0005_T00,"(427, 427)","[305, 236]",74.15826606750488,43.89392852783203
"When danger occurs, life is more important than property.",S002495_P0000_T00,"(428, 428)","[572, 247]",72.98291206359863,41.29153251647949
He left his family and escaped with his family property.,S002500_P0005_T00,"(429, 429)","[718, 283]",70.33394622802734,32.623573780059814
He left his family and escaped with his family property.,S002500_P0007_T00,"(430, 430)","[365, 435]",70.33394622802734,55.562867164611816
Many napkins will be printed with beautiful patterns.,S002504_P0005_T00,"(431, 431)","[481, 396]",64.10519886016846,45.39416980743408
Many napkins will be printed with beautiful patterns.,S002504_P0007_T00,"(432, 432)","[963, 944]",64.10519886016846,32.21978282928467
"Have you forgotten the key again? No way, wait for me to go back.",S002520_P0005_T00,"(433, 433)","[988, 1147]",72.06226348876953,34.57982349395752
"Have you forgotten the key again? No way, wait for me to go back.",S002520_P0007_T00,"(434, 434)","[758, 867]",72.06226348876953,41.51758575439453
"If you have any way, just say, don't hide it.",S002529_P0000_T00,"(435, 435)","[99, 413]",52.98752784729004,37.486488819122314
"In addition to doing this, what else can I do?",S002533_P0005_T00,"(436, 436)","[1164, 673]",60.04977226257324,41.72654914855957
"In addition to doing this, what else can I do?",S002533_P0007_T00,"(437, 437)","[586, 720]",60.04977226257324,27.87852191925049
This game is unfair!,S002550_P0000_T00,"(438, 438)","[691, 348]",66.50158882141113,47.245150089263916
This game is unfair!,S002550_P0007_T00,"(439, 439)","[1018, 38]",66.50158882141113,42.397282123565674
This form must be filled in before tonight.,S002562_P0005_T00,"(440, 440)","[357, 255]",75.10238647460938,32.22208595275879
This glass workshop has a hundred years of history.,S002578_P0000_T00,"(441, 441)","[167, 570]",65.48786735534668,18.17364525794983
This glass workshop has a hundred years of history.,S002578_P0005_T00,"(442, 442)","[125, 306]",65.48786735534668,47.12473678588867
"When we were young, we loved to play glass beads.",S002580_P0000_T00,"(443, 443)","[316, 925]",76.87620544433594,24.13682746887207
"Part of the part is not isolated, but is connected.",S002592_P0005_T00,"(444, 444)","[662, 584]",63.925214767456055,38.481388092041016
We are used to the lottery.,S002595_P0000_T00,"(445, 445)","[476, 673]",66.6234073638916,42.807982444763184
